SKU,Producto,Marca,EAN,Imagen_URL,Fuente,Pagina_URL,Shopify_Archivo,Shopify_Estado
0025179,TINTE ALFAPARFx60ml SHINE 6.3,ALFAPARF,8022297186405,https://bellpro.cl/wp-content/uploads/2026/01/11786.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-6-3-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-6-3-0025179.png,cargada en 2 variante(s)
0025180,TINTE ALFAPARFx60ml SHINE 9.13,ALFAPARF,8022297186399,https://cdn.shopify.com/s/files/1/1120/1136/files/9.13_Alfaparf_Milano_Evolution_Of_The_Color_Shine_Effect_Permanent_Color_60ml.png?v=1778174707,"busqueda web (exacta) REVISAR (solo muestra de color, sin empaque)",https://www.kiyobeauty.com/products/alfaparf-milano-evolution-of-the-color-shine-effect-permanent-color-60ml,krika-cosmetics-tinte-alfaparf-60ml-shine-9-13-0025180.png,cargada en 2 variante(s)
0025181,TINTE ALFAPARFx60ml SHINE 10.32,ALFAPARF,8022297186382,https://bellpro.cl/wp-content/uploads/2026/01/11805.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-10-32-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-10-32-0025181.png,cargada en 2 variante(s)
0025182,TINTE ALFAPARFx60ml SHINE 8.32,ALFAPARF,8022297186375,https://bellpro.cl/wp-content/uploads/2026/01/11804.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-8-32-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-8-32-0025182.png,cargada en 2 variante(s)
0025183,TINTE ALFAPARFx60ml SHINE 7.32,ALFAPARF,8022297186368,https://bellpro.cl/wp-content/uploads/2026/01/11803.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-7-32-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-7-32-0025183.png,cargada en 2 variante(s)
0025184,TINTE ALFAPARFx60ml SHINE 6.32,ALFAPARF,8022297186351,https://bellpro.cl/wp-content/uploads/2026/01/11802.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-6-32-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-6-32-0025184.png,cargada en 2 variante(s)
0025185,TINTE ALFAPARFx60ml SHINE 5.32,ALFAPARF,8022297186344,https://bellpro.cl/wp-content/uploads/2026/01/11801.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-5-32-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-5-32-0025185.png,cargada en 2 variante(s)
0025186,TINTE ALFAPARFx60ml SHINE 7.25,ALFAPARF,8022297186337,https://bellpro.cl/wp-content/uploads/2026/01/11791.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-7-25-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-7-25-0025186.png,cargada en 2 variante(s)
0025187,TINTE ALFAPARFx60ml SHINE 6.25,ALFAPARF,8022297186320,https://bellpro.cl/wp-content/uploads/2026/01/11841.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-6-25-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-6-25-0025187.png,cargada en 2 variante(s)
0025188,TINTE ALFAPARFx60ml SHINE 9.24,ALFAPARF,8022297186313,https://cdn.shopify.com/s/files/1/1120/1136/files/9.24_Alfaparf_Milano_Evolution_Of_The_Color_Shine_Effect_Permanent_Color_60ml.png?v=1778174263,"busqueda web (exacta) REVISAR (solo muestra de color, sin empaque)",https://www.kiyobeauty.com/products/alfaparf-milano-evolution-of-the-color-shine-effect-permanent-color-60ml,krika-cosmetics-tinte-alfaparf-60ml-shine-9-24-0025188.png,cargada en 2 variante(s)
0025189,TINTE ALFAPARFx60ml SHINE 5.15,ALFAPARF,8022297186306,https://bellpro.cl/wp-content/uploads/2026/01/11807-2.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-5-15-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-5-15-0025189.png,cargada en 2 variante(s)
0025190,TINTE ALFAPARFx60ml SHINE 10.05,ALFAPARF,8022297186290,https://bellpro.cl/wp-content/uploads/2026/01/11810.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-10-05-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-10-05-0025190.png,cargada en 2 variante(s)
0025191,TINTE ALFAPARFx60ml SHINE 8.85,ALFAPARF,8022297186283,https://bellpro.cl/wp-content/uploads/2026/01/11797.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-8-85-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-8-85-0025191.png,cargada en 2 variante(s)
0025192,TINTE ALFAPARFx60ml SHINE 8.82,ALFAPARF,8022297186276,https://bellpro.cl/wp-content/uploads/2026/01/11796.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-8-82-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-8-82-0025192.png,cargada en 2 variante(s)
0025193,TINTE ALFAPARFx60ml SHINE 9.81,ALFAPARF,8022297186269,https://cdn.shopify.com/s/files/1/0274/9959/3843/files/APMP_EOC-Shine-Effect_Marroni-Freddi_9.81_PF029044_228735da-eee4-4e47-96cd-016419e915bb.jpg?v=1773193067,"busqueda web (exacta) REVISAR (solo muestra de color, sin empaque)",https://alfaparfusapro.com/products/evolution-of-the-color-shine-effect,krika-cosmetics-tinte-alfaparf-60ml-shine-9-81-0025193.jpg,cargada en 2 variante(s)
0025201,TINTE ALFAPARFx60ml SHINE 6.7,ALFAPARF,8022297186238,https://bellpro.cl/wp-content/uploads/2026/01/11793.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-6-7-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-6-7-0025201.png,cargada en 2 variante(s)
0025202,TINTE ALFAPARFx60ml SHINE 9.28,ALFAPARF,8022297186214,https://cdn.shopify.com/s/files/1/1120/1136/files/9.28_Alfaparf_Milano_Evolution_Of_The_Color_Shine_Effect_Permanent_Color_60ml.png?v=1778173636,"busqueda web (exacta) REVISAR (solo muestra de color, sin empaque)",https://www.kiyobeauty.com/products/alfaparf-milano-evolution-of-the-color-shine-effect-permanent-color-60ml,krika-cosmetics-tinte-alfaparf-60ml-shine-9-28-0025202.png,cargada en 2 variante(s)
0025203,TINTE ALFAPARFx60ml SHINE 9.23,ALFAPARF,8022297186207,https://cdn.shopify.com/s/files/1/1120/1136/files/9.23_Alfaparf_Milano_Evolution_Of_The_Color_Shine_Effect_Permanent_Color_60ml.png?v=1778173168,"busqueda web (exacta) REVISAR (solo muestra de color, sin empaque)",https://www.kiyobeauty.com/products/alfaparf-milano-evolution-of-the-color-shine-effect-permanent-color-60ml,krika-cosmetics-tinte-alfaparf-60ml-shine-9-23-0025203.png,cargada en 2 variante(s)
0025204,TINTE ALFAPARFx60ml SHINE 8.23,ALFAPARF,8022297186191,https://bellpro.cl/wp-content/uploads/2026/01/11839.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-8-23-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-8-23-0025204.png,cargada en 2 variante(s)
0025205,TINTE ALFAPARFx60ml SHINE 7.21,ALFAPARF,8022297186184,https://bellpro.cl/wp-content/uploads/2026/01/11838.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-7-21-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-7-21-0025205.png,cargada en 2 variante(s)
0025206,TINTE ALFAPARFx60ml SHINE 10.2,ALFAPARF,8022297186177,https://bellpro.cl/wp-content/uploads/2026/01/11837.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-10-2-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-10-2-0025206.png,cargada en 2 variante(s)
0025207,TINTE ALFAPARFx60ml SHINE 6.18,ALFAPARF,8022297186160,https://bellpro.cl/wp-content/uploads/2026/01/11794.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-6-18-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-6-18-0025207.png,cargada en 2 variante(s)
0025208,TINTE ALFAPARFx60ml SHINE 1.11,ALFAPARF,8022297186153,https://bellpro.cl/wp-content/uploads/2026/01/11836.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-1-11-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-1-11-0025208.png,cargada en 2 variante(s)
0025209,TINTE ALFAPARFx60ml SHINE 10.1,ALFAPARF,8022297186146,https://bellpro.cl/wp-content/uploads/2026/01/11835.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-10-1-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-10-1-0025209.png,cargada en 2 variante(s)
0025210,TINTE ALFAPARFx60ml SHINE 9.1,ALFAPARF,8022297186139,https://cdn.shopify.com/s/files/1/1120/1136/files/9.1_Alfaparf_Milano_Evolution_Of_The_Color_Shine_Effect_Permanent_Color_60ml.png?v=1778165458,busqueda web (exacta),https://www.kiyobeauty.com/products/alfaparf-milano-evolution-of-the-color-shine-effect-permanent-color-60ml,krika-cosmetics-tinte-alfaparf-60ml-shine-9-1-0025210.png,cargada en 2 variante(s)
0025211,TINTE ALFAPARFx60ml SHINE 8.1,ALFAPARF,8022297186122,https://bellpro.cl/wp-content/uploads/2026/01/11830.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-8-1-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-8-1-0025211.png,cargada en 2 variante(s)
0025212,TINTE ALFAPARFx60ml SHINE 7.1,ALFAPARF,8022297186115,https://bellpro.cl/wp-content/uploads/2026/01/11829.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-7-1-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-7-1-0025212.png,cargada en 2 variante(s)
0025213,TINTE ALFAPARFx60ml SHINE 10,ALFAPARF,8022297186108,https://bellpro.cl/wp-content/uploads/2026/01/11828.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-10-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-10-0025213.png,cargada en 2 variante(s)
0025214,TINTE ALFAPARFx60ml SHINE 9,ALFAPARF,8022297186092,https://cdn.shopify.com/s/files/1/1120/1136/files/9_Alfaparf_Milano_Evolution_of_the_Color_Shine_Effect.png?v=1773253663,"busqueda web (exacta) REVISAR (solo muestra de color, sin empaque)",https://www.kiyobeauty.com/products/alfaparf-milano-evolution-of-the-color-shine-effect-permanent-color-60ml,krika-cosmetics-tinte-alfaparf-60ml-shine-9-0025214.png,cargada en 2 variante(s)
0025215,TINTE ALFAPARFx60ml SHINE 8,ALFAPARF,8022297186085,https://bellpro.cl/wp-content/uploads/2026/01/11826.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-8-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-8-0025215.png,cargada en 2 variante(s)
0025216,TINTE ALFAPARFx60ml SHINE 7,ALFAPARF,8022297186078,https://bellpro.cl/wp-content/uploads/2026/01/11825.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-7-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-7-0025216.png,cargada en 2 variante(s)
0025217,TINTE ALFAPARFx60ml SHINE 5,ALFAPARF,8022297186054,https://bellpro.cl/wp-content/uploads/2026/01/11823.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-5-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-5-0025217.png,cargada en 2 variante(s)
0025218,TINTE ALFAPARFx60ml SHINE 4,ALFAPARF,8022297186047,https://bellpro.cl/wp-content/uploads/2026/01/11822.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-4-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-4-0025218.png,cargada en 2 variante(s)
0025219,TINTE ALFAPARFx60ml SHINE 3,ALFAPARF,8022297186030,https://bellpro.cl/wp-content/uploads/2026/01/11821.png,busqueda web (exacta),https://bellpro.cl/producto/alfaparf-evolution-shine-effect-3-60ml/,krika-cosmetics-tinte-alfaparf-60ml-shine-3-0025219.png,cargada en 2 variante(s)
0020271,SECADOR ALIZZxund 21000 ELEGANCE NEGRO,ALIZZ,7707314873384,https://exitocol.vteximg.com.br/arquivos/ids/31155003/secador-alizz-profesional-super-mega-turbo-21000-elegance-nergro.jpg,www.exito.com,,krika-cosmetics-secador-alizz-21000-elegance-negro-0020271.jpg,cargada en 1 variante(s)
0021865,CEPILLO ELECTRICO ALIZZxund AIR INFR 360 DORADO,ALIZZ,7709071556791,https://cdn.shopify.com/s/files/1/0079/1245/6274/files/cepillo_negro_web.png?v=1759165871,busqueda web (exacta),https://alizz.com.co/products/cepillo-secador-air-360-infrared-dorado,krika-cosmetics-cepillo-electrico-alizz-air-infr-360-dorado-0021865.png,cargada en 2 variante(s)
0021866,CEPILLO ELECTRICO ALIZZxund AIR INFR 360 LILA,ALIZZ,7709071556777,https://cdn.shopify.com/s/files/1/0079/1245/6274/files/Purpura.jpg?v=1733763765,busqueda web (exacta),https://alizz.com.co/products/cepillo-secador-air-360-infrared-lila,krika-cosmetics-cepillo-electrico-alizz-air-infr-360-lila-0021866.jpg,cargada en 2 variante(s)
0016996,AROMATIZADOR ALTAR DE CORPUSx250ml FLOR DE LOTO Y MELON,ALTAR DE CORPUS,7703224302341,,no encontrada,,,sin cargar (sin imagen)
0025945,TONICO CAPILAR AMAZONICAx150ml FORTALECEDOR,AMAZONICA,7708333276750,https://locatelcolombia.vteximg.com.br/arquivos/ids/411234/7708333276750_1_TONICO_CAP.AMAZONICA_ROSEMARY_X150ML.png,www.locatelcolombia.com verificada a ojo (EAN coincide pero es: Tónico Capilar Amazónica Rosemary X 150ml),,krika-cosmetics-tonico-capilar-amazonica-150ml-fortalecedor-0025945.png,cargada en 1 variante(s)
0010040,LABIAL AMEx2g BANG 01 CHERRY BOOM BANG,AME,7709579514982,https://cdn.shopify.com/s/files/1/0682/5112/3885/files/159081-800-auto_ecbdea3d-a043-4ef7-ab16-376a15ff853b.jpg?v=1745415518,busqueda web (exacta),https://www.vivelabelleza.com.co/products/labial-ame-2g-01-cherry-boom-bang,krika-cosmetics-labial-ame-2g-bang-01-cherry-boom-bang-0010040.jpg,cargada en 1 variante(s)
0010883,ILUMINADOR AMEx4.0g SECOND BASE DUO PALETA,AME,7709969180848,https://exitocol.vteximg.com.br/arquivos/ids/23612679/iluminador-duo-en-polvo-second-base.jpg,www.exito.com,,krika-cosmetics-iluminador-ame-4-0g-second-base-duo-paleta-0010883.jpg,cargada en 1 variante(s)
0010885,LABIAL AMEx2g BANG 03 PRETTY POP BANG,AME,7709480334690,https://exitocol.vteximg.com.br/arquivos/ids/23607774/labial-en-barra-03-pretty-pop.jpg,www.exito.com,,krika-cosmetics-labial-ame-2g-bang-03-pretty-pop-bang-0010885.jpg,cargada en 1 variante(s)
0010886,LABIAL AMEx2g BANG 04 LOVE SHOT BANG,AME,7709958250248,https://exitocol.vteximg.com.br/arquivos/ids/23607778/labial-en-barra-04-love-shot.jpg,www.exito.com,,krika-cosmetics-labial-ame-2g-bang-04-love-shot-bang-0010886.jpg,cargada en 1 variante(s)
0014332,FIJADOR MAQUILLAJE AMEx80ml,AME,7709606413896,https://exitocol.vteximg.com.br/arquivos/ids/23620610/holy-fix-fijador-de-maquillaje.jpg,www.exito.com,,krika-cosmetics-fijador-maquillaje-ame-80ml-0014332.jpg,cargada en 1 variante(s)
0014712,DELINEADOR AMEx1.6g GEL,AME,7709606413865,https://exitocol.vteximg.com.br/arquivos/ids/23610702/delineador-liquido-de-ojos-en-gel.jpg,www.exito.com,,krika-cosmetics-delineador-ame-1-6g-gel-0014712.jpg,cargada en 1 variante(s)
0014852,ESTILIZADOR AMEx10g CEJAS,AME,7708731297746,https://exitocol.vteximg.com.br/arquivos/ids/23415656/estilizador-de-cejas-gel-on-fleek.jpg,www.exito.com,,krika-cosmetics-estilizador-ame-10g-cejas-0014852.jpg,cargada en 1 variante(s)
0017872,SERUM FACIAL AMEx33ml HIDRATANTE,AME,7708731297135,https://exitocol.vteximg.com.br/arquivos/ids/23620718/serum-hidratante.jpg,www.exito.com REVISAR (foto muestra marca Moonshot),,,sin cargar (revisar: marca Moonshot)
0019774,SERUM FACIAL AMEx33g EFECTO BARRERA,AME,7708139460353,https://cdn.shopify.com/s/files/1/0682/5112/3885/files/183159-800-auto_c4224b55-e3a9-47f3-9841-32f572aba149.png?v=1745417096,busqueda web (exacta),https://www.vivelabelleza.com.co/products/serum-facial-ame-33g-efecto-barrera,krika-cosmetics-serum-facial-ame-33g-efecto-barrera-0019774.png,cargada en 1 variante(s)
0020506,POLVO AMEx10g SUELTO STAY PINK 05,AME,7709997969774,https://cdn.shopify.com/s/files/1/0682/5112/3885/files/183828-800-auto_ffae858c-9b04-4471-b060-a5e28e9c6534.png?v=1745416379,busqueda web (exacta),https://www.vivelabelleza.com.co/products/polvo-ame-stay-pink-05,krika-cosmetics-polvo-ame-10g-suelto-stay-pink-05-0020506.png,cargada en 1 variante(s)
0020976,TINTA LABIAL AMEx4.5g 01 GEL SUNLIGHT,AME,7708139460803,https://cdn.shopify.com/s/files/1/0682/5112/3885/files/184880-800-auto_82d04804-9a22-4cc5-a00a-06b5f60beda4.png?v=1745417329,busqueda web (exacta),https://www.vivelabelleza.com.co/products/tinta-labios-ame-4-5g-01-gel-sunlight,krika-cosmetics-tinta-labial-ame-4-5g-01-gel-sunlight-0020976.png,cargada en 2 variante(s)
0020977,TINTA LABIAL AMEx4.5g 02 GEL SUNLIGHT,AME,7708139460377,https://cdn.shopify.com/s/files/1/0682/5112/3885/files/184881-800-auto_9b572abc-777b-4ca9-830e-44774931d6c0.png?v=1745417331,busqueda web (exacta),https://www.vivelabelleza.com.co/products/tinta-labios-ame-4-5g-02-gel-sunlight,krika-cosmetics-tinta-labial-ame-4-5g-02-gel-sunlight-0020977.png,cargada en 2 variante(s)
0020978,TINTA LABIAL AMEx4.5g 03 GEL SUNLIGHT,AME,7708731297470,https://cdn.shopify.com/s/files/1/0409/7805/5325/files/Tinta_Labios_Gel_06_web_Tono03.png?v=1756314942,busqueda web (exacta),https://ame.com.co/products/tinta-de-labios-gel,krika-cosmetics-tinta-labial-ame-4-5g-03-gel-sunlight-0020978.png,cargada en 2 variante(s)
0020979,TINTA LABIAL AMEx4.5g 04 GEL SUNLIGHT,AME,7708731297159,https://cdn.shopify.com/s/files/1/0682/5112/3885/files/184883-800-auto_0a7c403c-ad3d-4f49-bd2b-895282df02fa.png?v=1745417333,busqueda web (exacta),https://www.vivelabelleza.com.co/products/tinta-labios-ame-4-5g-04-gel-sunlight,krika-cosmetics-tinta-labial-ame-4-5g-04-gel-sunlight-0020979.png,cargada en 2 variante(s)
0021908,CONTORNO AMEx5g LIQUIDO CAOBA 02,AME,7708731297906,https://cdn.shopify.com/s/files/1/0409/7805/5325/files/Contornos-Ecommerce-AME-04.png?v=1744288106,busqueda web (exacta),https://ame.com.co/products/contorno-liquido-contour-up,krika-cosmetics-contorno-ame-5g-liquido-caoba-02-0021908.png,cargada en 1 variante(s)
0021910,CONTORNO AMEx5g LIQUIDO NOGAL 03,AME,7708139460797,https://cdn.shopify.com/s/files/1/0409/7805/5325/files/Contornos-Ecommerce-AME-05.png?v=1744288106,busqueda web (exacta),https://ame.com.co/products/contorno-liquido-contour-up,krika-cosmetics-contorno-ame-5g-liquido-nogal-03-0021910.png,cargada en 1 variante(s)
0022923,POLVO AMEx10g STAY PEACH 06,AME,7708731297234,https://cdn.shopify.com/s/files/1/0682/5112/3885/files/185371-800-auto_bae62437-7bf3-4a62-b8f3-dcf5a337b62a.png?v=1745416381,busqueda web (exacta),https://www.vivelabelleza.com.co/products/polvo-ame-10g-stay-peach-06,krika-cosmetics-polvo-ame-10g-stay-peach-06-0022923.png,cargada en 1 variante(s)
0023008,RUBOR AMEx4.5g LIQUIDO AMAPOLA 06,AME,7708731297173,https://cdn.shopify.com/s/files/1/0409/7805/5325/files/Rubor_Liquido_09_web_TonoAmapola06.png?v=1756317135,busqueda web (exacta),https://ame.com.co/products/rubor-liquido-en-serum-blush-up,krika-cosmetics-rubor-ame-4-5g-liquido-amapola-06-0023008.png,cargada en 1 variante(s)
