Handle,Title,Body (HTML)
papel-fac-cettua-x50und-cgrasa,PAPEL FACIAL CETTUA x50und C/GRASA,"<p><strong>Papel Facial Cettua 50und C/GRASA</strong></p><p>Esta banda facial de Cettua de la línea C/GRASA en presentación de 50 unidades retira los puntos negros de la nariz de forma mecánica y visible.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Resultado que se ve en la banda al retirarla.</li><li>Uso rápido: 10 o 15 minutos.</li><li>Se aplica solo donde hace falta.</li><li>Práctica para incluir en la rutina semanal.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Humedecé bien la zona: sin agua, la banda no adhiere.</li><li>Aplicá la banda y presioná para que se adapte.</li><li>Esperá a que endurezca, entre 10 y 15 minutos.</li><li>Retirá despacio desde los bordes hacia el centro y enjuagá.</li></ol><p><strong>Ideal para:</strong> puntos negros en nariz, mentón y frente.</p><p><strong>Tip Krika:</strong> Después de usarla, pasá un tónico: el poro queda abierto y conviene cerrarlo.</p><p><strong>Información del fabricante</strong></p><p>En segundos con un rostro libre de brillo Fabricados de pulpa natural lo que brinda una agradable sensación de suavidad y frescura en el rostro, limpiándolo de impurezas y dejándolo con una apariencia mate y uniforme.</p>"
papel-fac-cettuax24und-sticker-cimperf,PAPEL FACIAL CETTUAx24und STICKER C/IMPERF,"<p><strong>Papel Facial Cettua 24und Sticker C/IMPERF</strong></p><p>Esta banda facial de Cettua de la línea Sticker C/IMPERF en presentación de 24 unidades retira los puntos negros de la nariz de forma mecánica y visible.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Resultado que se ve en la banda al retirarla.</li><li>Uso rápido: 10 o 15 minutos.</li><li>Se aplica solo donde hace falta.</li><li>Práctica para incluir en la rutina semanal.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Humedecé bien la zona: sin agua, la banda no adhiere.</li><li>Aplicá la banda y presioná para que se adapte.</li><li>Esperá a que endurezca, entre 10 y 15 minutos.</li><li>Retirá despacio desde los bordes hacia el centro y enjuagá.</li></ol><p><strong>Ideal para:</strong> puntos negros en nariz, mentón y frente.</p><p><strong>Tip Krika:</strong> Después de usarla, pasá un tónico: el poro queda abierto y conviene cerrarlo.</p><p><strong>Información del fabricante</strong></p><p>Gracias a su fórmula a base de extracto de árbol de Té que actúa como antiséptico y antibacterial mas el ácido salicílico que ayuda a desinflamar unido al extracto de sauce canadiense que tiene Propiedades analgésicas y cicatrizantes se convierte en un producto ideal para contrarestar el Acné, Sticker Transparente y mate que disimula y/o elimina Granitos e imperfecciones.</p>"
masc-lab-cettuax5und-hidrogel,MASCARILLA LABIAL CETTUAx5und HIDROGEL,"<p><strong>Mascarilla Labial Cettua 5und Hidrogel</strong></p><p>Este producto facial de Cettua de la línea Hidrogel en presentación de 5 unidades suma un paso de cuidado al rostro con una fórmula pensada para la piel de la cara.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Formulado específicamente para la piel del rostro, más fina y sensible.</li><li>Se integra sin problema con el resto de tu rutina.</li><li>Textura agradable para uso diario.</li><li>Resultado acumulativo con el uso constante.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá sobre el rostro limpio.</li><li>Seguí las indicaciones específicas del envase.</li><li>Usalo de forma regular para notar el cambio.</li></ol><p><strong>Ideal para:</strong> rutina facial diaria.</p>"
masc-fac-cettuax26g-hidratacion-pr,MASCARILLA FACIAL CETTUAx26g HIDRATACION PROFUNDA,"<p><strong>Mascarilla Facial Cettua 26 g Hidratacion Profunda</strong></p><p>Esta mascarilla facial de Cettua de la línea Hidratacion Profunda en presentación de 26 g concentra un tratamiento intensivo en 15 minutos de dedicarte a vos.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Resultado visible en una sola sesión.</li><li>Tratamiento intensivo sin salir de casa.</li><li>Se elige según lo que la piel necesite ese día.</li><li>Ritual agradable que además funciona.</li><li>Hidratación real y sostenida, no solo sensación momentánea.</li><li>Tamaño de 26 g: entra en cualquier neceser y viaja sin problema.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limpiá y secá el rostro.</li><li>Aplicá una capa pareja evitando ojos y labios.</li><li>Dejá actuar entre 10 y 20 minutos según el envase.</li><li>Retirá o enjuagá y seguí con tónico y crema. Una o dos veces por semana.</li></ol><p><strong>Ideal para:</strong> rutina semanal y preparación antes de eventos.</p>"
masc-fac-cettuax26g-calmante,MASCARILLA FACIAL CETTUAx26g CALMANTE,<p><strong>Mascarilla Facial Cettua 26 g Calmante</strong></p><p>Esta mascarilla facial de Cettua de la línea Calmante en presentación de 26 g concentra un tratamiento intensivo en 15 minutos de dedicarte a vos.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Resultado visible en una sola sesión.</li><li>Tratamiento intensivo sin salir de casa.</li><li>Se elige según lo que la piel necesite ese día.</li><li>Ritual agradable que además funciona.</li><li>Tamaño de 26 g: entra en cualquier neceser y viaja sin problema.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limpiá y secá el rostro.</li><li>Aplicá una capa pareja evitando ojos y labios.</li><li>Dejá actuar entre 10 y 20 minutos según el envase.</li><li>Retirá o enjuagá y seguí con tónico y crema. Una o dos veces por semana.</li></ol><p><strong>Ideal para:</strong> rutina semanal y preparación antes de eventos.</p>
masc-fac-cettuax26g-anti-edad,MASCARILLA FACIAL CETTUAx26g ANTI EDAD,<p><strong>Mascarilla Facial Cettua 26 g Anti Edad</strong></p><p>Esta mascarilla facial de Cettua de la línea Anti Edad en presentación de 26 g concentra un tratamiento intensivo en 15 minutos de dedicarte a vos.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Resultado visible en una sola sesión.</li><li>Tratamiento intensivo sin salir de casa.</li><li>Se elige según lo que la piel necesite ese día.</li><li>Ritual agradable que además funciona.</li><li>Tamaño de 26 g: entra en cualquier neceser y viaja sin problema.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limpiá y secá el rostro.</li><li>Aplicá una capa pareja evitando ojos y labios.</li><li>Dejá actuar entre 10 y 20 minutos según el envase.</li><li>Retirá o enjuagá y seguí con tónico y crema. Una o dos veces por semana.</li></ol><p><strong>Ideal para:</strong> rutina semanal y preparación antes de eventos.</p>
masc-fac-cettuax26g-limpieza-de-po,MASCARILLA FACIAL CETTUAx26g LIMPIEZA DE POROS,<p><strong>Mascarilla Facial Cettua 26 g Limpieza De Poros</strong></p><p>Esta mascarilla facial de Cettua de la línea Limpieza De Poros en presentación de 26 g concentra un tratamiento intensivo en 15 minutos de dedicarte a vos.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Resultado visible en una sola sesión.</li><li>Tratamiento intensivo sin salir de casa.</li><li>Se elige según lo que la piel necesite ese día.</li><li>Ritual agradable que además funciona.</li><li>Tamaño de 26 g: entra en cualquier neceser y viaja sin problema.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limpiá y secá el rostro.</li><li>Aplicá una capa pareja evitando ojos y labios.</li><li>Dejá actuar entre 10 y 20 minutos según el envase.</li><li>Retirá o enjuagá y seguí con tónico y crema. Una o dos veces por semana.</li></ol><p><strong>Ideal para:</strong> rutina semanal y preparación antes de eventos.</p>
parche-fac-cettuax16g-vita-full-contor,PARCHE FACIAL CETTUAx16g VITA FULL CONTOR,"<p><strong>Parche Facial Cettua 16 g Vita Full Contor</strong></p><p>Esta banda facial de Cettua de la línea Vita Full Contor en presentación de 16 g retira los puntos negros de la nariz de forma mecánica y visible.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Resultado que se ve en la banda al retirarla.</li><li>Uso rápido: 10 o 15 minutos.</li><li>Se aplica solo donde hace falta.</li><li>Práctica para incluir en la rutina semanal.</li><li>Tamaño de 16 g: entra en cualquier neceser y viaja sin problema.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Humedecé bien la zona: sin agua, la banda no adhiere.</li><li>Aplicá la banda y presioná para que se adapte.</li><li>Esperá a que endurezca, entre 10 y 15 minutos.</li><li>Retirá despacio desde los bordes hacia el centro y enjuagá.</li></ol><p><strong>Ideal para:</strong> puntos negros en nariz, mentón y frente.</p><p><strong>Tip Krika:</strong> Después de usarla, pasá un tónico: el poro queda abierto y conviene cerrarlo.</p>"
papel-fac-cettuax30und-sticker-dual-c-gr,PAPEL FACIAL CETTUAx30und STICKER DUAL C GR,"<p><strong>Papel Facial Cettua 30und Sticker Dual C gr</strong></p><p>Esta banda facial de Cettua de la línea Sticker Dual C gr en presentación de 30 unidades retira los puntos negros de la nariz de forma mecánica y visible.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Resultado que se ve en la banda al retirarla.</li><li>Uso rápido: 10 o 15 minutos.</li><li>Se aplica solo donde hace falta.</li><li>Práctica para incluir en la rutina semanal.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Humedecé bien la zona: sin agua, la banda no adhiere.</li><li>Aplicá la banda y presioná para que se adapte.</li><li>Esperá a que endurezca, entre 10 y 15 minutos.</li><li>Retirá despacio desde los bordes hacia el centro y enjuagá.</li></ol><p><strong>Ideal para:</strong> puntos negros en nariz, mentón y frente.</p><p><strong>Tip Krika:</strong> Después de usarla, pasá un tónico: el poro queda abierto y conviene cerrarlo.</p>"
bandas-fac-cettuax6und-remov-puntnegros,BANDAS FACIAL CETTUAx6und REMOV PUNTOS NEGROS,"<p><strong>Bandas Facial Cettua 6und Remov Puntos Negros</strong></p><p>Esta banda facial de Cettua de la línea Remov Puntos Negros en presentación de 6 unidades retira los puntos negros de la nariz de forma mecánica y visible.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Resultado que se ve en la banda al retirarla.</li><li>Uso rápido: 10 o 15 minutos.</li><li>Se aplica solo donde hace falta.</li><li>Práctica para incluir en la rutina semanal.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Humedecé bien la zona: sin agua, la banda no adhiere.</li><li>Aplicá la banda y presioná para que se adapte.</li><li>Esperá a que endurezca, entre 10 y 15 minutos.</li><li>Retirá despacio desde los bordes hacia el centro y enjuagá.</li></ol><p><strong>Ideal para:</strong> puntos negros en nariz, mentón y frente.</p><p><strong>Tip Krika:</strong> Después de usarla, pasá un tónico: el poro queda abierto y conviene cerrarlo.</p>"
trata-cejas-cilkax8g-pestanascejas,TRATAMIENTO CEJAS CILKAx8g PESTANAS Y CEJAS,"<p><strong>Tratamiento Cejas Cilka 8 g Pestanas Y Cejas</strong></p><p>Este tratamiento para cejas y pestañas de Cilka de la línea Pestanas Y Cejas en presentación de 8 g acompaña el cuidado del vello para que se vea más fuerte y poblado.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Se aplica en segundos y se integra a la rutina de noche sin esfuerzo.</li><li>Formato con aplicador de precisión para llegar justo a la raíz.</li><li>Pensado para uso continuado, que es cuando este tipo de producto rinde.</li><li>Se puede usar bajo el maquillaje o solo por la noche.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Desmaquillá muy bien la zona antes de aplicar.</li><li>Pasá el aplicador por la línea de nacimiento de las pestañas y por las cejas.</li><li>Usalo todas las noches sin saltarte días.</li><li>Dale entre 6 y 8 semanas antes de evaluar el resultado.</li></ol><p><strong>Ideal para:</strong> pestañas y cejas debilitadas por el uso de extensiones o maquillaje.</p><p><strong>Tip Krika:</strong> La constancia importa más que la cantidad: una pasada cada noche, todas las noches.</p><p><strong>Información del fabricante</strong></p><p>Es un producto de cuidado personal profesional diseñado para nutrir el folículo piloso, incentivando así la salida de pelo en cejas, pestañas y áreas del bigote y barba en los caballeros. Esta crema es unisex y puede ser utilizada por cualquier persona que busque un cuidado completo y efectivo para sus vellos faciales.</p>"
acond-click-hairx300ml-aji-4en1,ACONDICIONADOR CLICK HAIRx300ml AJI 4EN1,"<p><strong>Acondicionador Click Hair 300 ml Aji 4EN1</strong></p><p>Este acondicionador de Click Hair de la línea Aji 4EN1 en presentación de 300 ml cierra la cutícula después del shampoo y devuelve suavidad y brillo en minutos.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Desenreda de verdad: el peine pasa sin tirones y se rompe mucho menos pelo.</li><li>Sella la fibra tras el lavado, que es cuando el cabello está más vulnerable.</li><li>Aporta suavidad sin apelmazar ni engrasar las raíces.</li><li>Facilita el secado y el peinado posterior, incluso en melenas largas.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Después del shampoo, escurrí bien el exceso de agua.</li><li>Aplicá de medios a puntas, evitando la raíz.</li><li>Dejá actuar de 2 a 3 minutos.</li><li>Enjuagá con agua tibia o fría.</li></ol><p><strong>Ideal para:</strong> todo tipo de cabello, especialmente el largo, teñido o con tendencia al enredo.</p><p><strong>Tip Krika:</strong> Si tenés raíz grasa y puntas secas, usá acondicionador solo de las orejas hacia abajo.</p><p><strong>Información del fabricante</strong></p><p>El Acondicionador Click Hair ha sido formulado para brindar una experiencia de cuidado capilar profunda y efectiva desde la primera aplicación. Su textura cremosa envuelve la fibra capilar, facilitando el desenredo, reduciendo el frizz y dejando el cabello suave, brillante y manejable sin sensación pesada.<br>Ideal para el uso diario, este acondicionador ayuda a restaurar la hidratación natural del cabello, mejorando visiblemente su apariencia y textura, incluso en cabellos secos, opacos o maltratados.</p>"
acond-click-hairx300ml-miel,ACONDICIONADOR CLICK HAIRx300ml MIEL,"<p><strong>Acondicionador Click Hair 300 ml Miel</strong></p><p>Este acondicionador de Click Hair de la línea Miel en presentación de 300 ml cierra la cutícula después del shampoo y devuelve suavidad y brillo en minutos.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Desenreda de verdad: el peine pasa sin tirones y se rompe mucho menos pelo.</li><li>Sella la fibra tras el lavado, que es cuando el cabello está más vulnerable.</li><li>Aporta suavidad sin apelmazar ni engrasar las raíces.</li><li>Facilita el secado y el peinado posterior, incluso en melenas largas.</li><li>Con miel, humectante natural de acabado suave.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Después del shampoo, escurrí bien el exceso de agua.</li><li>Aplicá de medios a puntas, evitando la raíz.</li><li>Dejá actuar de 2 a 3 minutos.</li><li>Enjuagá con agua tibia o fría.</li></ol><p><strong>Ideal para:</strong> todo tipo de cabello, especialmente el largo, teñido o con tendencia al enredo.</p><p><strong>Tip Krika:</strong> Si tenés raíz grasa y puntas secas, usá acondicionador solo de las orejas hacia abajo.</p><p><strong>Información del fabricante</strong></p><p><span style=""font-size:16px"">Nutre tu cabello profundamente con nuestra </span><strong style=""font-size:16px"">composición especializada con miel natural</strong><span style=""font-size:16px"">, creada para ofrecer </span><strong style=""font-size:16px"">hidratación intensa</strong><span style=""font-size:16px"">, suavizar cada hebra y devolver el </span><strong style=""font-size:16px"">brillo natural</strong><span style=""font-size:16px""> desde el primer uso. Esta mezcla está </span><strong style=""font-size:16px"">enriquecida con miel de abejas, aceite de coco y pantenol</strong><span style=""font-size:16px"">, activos reconocidos por su poder reparador y humectante. </span><br><span style=""font-size:16px"">Este </span><strong style=""font-size:16px"">acondicionador cremoso de textura ligera</strong><span style=""font-size:16px""> hidrata las puntas, reduce el frizz y facilita el desenredado sin dejar el cabello pesado. La miel actúa como un </span><strong style=""font-size:16px"">humectante natural</strong><span style=""font-size:16px"">, sellando la hidratación y dejando tu cabello más suave, brillante y protegido contra los daños externos. Ideal para </span><strong style=""font-size:16px"">todo tipo de cabello. </strong><br><span style=""font-size:16px"">Incorporar el acondicionador en tu rutina de lavado es un paso </span><strong style=""font-size:16px"">indispensable</strong><span style=""font-size:16px"">, un verdadero </span><strong style=""font-size:16px"">must</strong><span style=""font-size:16px""> para mantener un cabello fuerte, hidratado y saludable. </span><br><strong style=""font-size:16px"">Complementa tu rutina con toda la línea de miel Click Hair</strong><span style=""font-size:16px""> para potenciar al máximo los resultados y disfrutar de un cabello visiblemente más nutritivo, brillante y lleno de vida.</span><br></p>"
