Handle,Title,Body (HTML)
corrector-smartx45g-3b-2,CORRECTOR SMARTx4.5g 3B 2,"<p><strong>Corrector Smart 4.5 g 3B 2</strong></p><p>Este corrector de Smart de la línea 3B 2 en presentación de 4.5 g tapa ojeras, rojeces y marquitas justo donde hace falta, sin cargar el resto del rostro.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Alta cobertura en poco producto: corrige sin apelmazar.</li><li>Ilumina la zona de la ojera y levanta la mirada al instante.</li><li>Se difumina fácil y se funde con la base sin dejar bordes.</li><li>Sirve también para perfilar y limpiar el contorno de labios y cejas.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá después de la base.</li><li>Para ojeras, dibujá un triángulo invertido bajo el ojo con la punta hacia la mejilla.</li><li>Difuminá con esponja húmeda dando pequeños toques, sin arrastrar.</li><li>Sellá con un poco de polvo suelto para que no se marque.</li></ol><p><strong>Ideal para:</strong> ojeras, imperfecciones puntuales y correcciones de tono.</p><p><strong>Tip Krika:</strong> Un corrector un tono más claro que tu base ilumina; del mismo tono, corrige. No es lo mismo.</p><p><strong>Información del fabricante</strong></p><p>Su fórmula crea una acción antioxidante, acondiciona la piel, tiene efecto anti-envejecimiento, humectante y emoliente.</p><p>Cubre rojeces, ojeras, manchas e imperfecciones.</p>"
corrector-smartx45g-3b-3,CORRECTOR SMARTx4.5g 3B 3,"<p><strong>Corrector Smart 4.5 g 3B 3</strong></p><p>Este corrector de Smart de la línea 3B 3 en presentación de 4.5 g tapa ojeras, rojeces y marquitas justo donde hace falta, sin cargar el resto del rostro.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Alta cobertura en poco producto: corrige sin apelmazar.</li><li>Ilumina la zona de la ojera y levanta la mirada al instante.</li><li>Se difumina fácil y se funde con la base sin dejar bordes.</li><li>Sirve también para perfilar y limpiar el contorno de labios y cejas.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá después de la base.</li><li>Para ojeras, dibujá un triángulo invertido bajo el ojo con la punta hacia la mejilla.</li><li>Difuminá con esponja húmeda dando pequeños toques, sin arrastrar.</li><li>Sellá con un poco de polvo suelto para que no se marque.</li></ol><p><strong>Ideal para:</strong> ojeras, imperfecciones puntuales y correcciones de tono.</p><p><strong>Tip Krika:</strong> Un corrector un tono más claro que tu base ilumina; del mismo tono, corrige. No es lo mismo.</p><p><strong>Información del fabricante</strong></p><p>Su fórmula crea una acción antioxidante, acondiciona la piel, tiene efecto anti-envejecimiento, humectante y emoliente.</p><p>Cubre rojeces, ojeras, manchas e imperfecciones.</p>"
base-smartx20g-1,BASE SMARTx20g 1,"<p><strong>Base Smart 20 g 1</strong></p><p>Esta base de maquillaje de Smart en presentación de 20 g unifica el tono de la piel y deja una superficie pareja sobre la que construir todo el maquillaje.</p><p><strong>Tono:</strong> 1</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cobertura graduable: una capa fina para el día, dos para la noche.</li><li>Se funde con la piel en lugar de quedar como una máscara.</li><li>No se cuartea ni marca las líneas de expresión si la piel está bien hidratada.</li><li>Base sólida para que el rubor, el contorno y el iluminador se difuminen bien.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Empezá con la piel limpia e hidratada; esperá un par de minutos a que la crema absorba.</li><li>Aplicá primer si querés más duración y mejor acabado.</li><li>Poné pequeñas cantidades en frente, mejillas, nariz y mentón.</li><li>Difuminá con esponja húmeda o brocha, siempre desde el centro hacia afuera.</li></ol><p><strong>Ideal para:</strong> maquillaje diario y de ocasión, en todo tipo de piel.</p><p><strong>Tip Krika:</strong> Probá el tono en la mandíbula, no en la mano: es la única forma de que no se note el corte con el cuello.</p><p><strong>Información del fabricante</strong></p><p>Su fórmula contiene pigmentos minerales que proporcionan una cobertura media, ayudando a camuflar las imperfecciones de la piel y emparejando el tono. Con antioxidantes que ayudan a proteger tu piel.</p>"
base-smartx20g-2,BASE SMARTx20g 2,"<p><strong>Base Smart 20 g 2</strong></p><p>Esta base de maquillaje de Smart en presentación de 20 g unifica el tono de la piel y deja una superficie pareja sobre la que construir todo el maquillaje.</p><p><strong>Tono:</strong> 2</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cobertura graduable: una capa fina para el día, dos para la noche.</li><li>Se funde con la piel en lugar de quedar como una máscara.</li><li>No se cuartea ni marca las líneas de expresión si la piel está bien hidratada.</li><li>Base sólida para que el rubor, el contorno y el iluminador se difuminen bien.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Empezá con la piel limpia e hidratada; esperá un par de minutos a que la crema absorba.</li><li>Aplicá primer si querés más duración y mejor acabado.</li><li>Poné pequeñas cantidades en frente, mejillas, nariz y mentón.</li><li>Difuminá con esponja húmeda o brocha, siempre desde el centro hacia afuera.</li></ol><p><strong>Ideal para:</strong> maquillaje diario y de ocasión, en todo tipo de piel.</p><p><strong>Tip Krika:</strong> Probá el tono en la mandíbula, no en la mano: es la única forma de que no se note el corte con el cuello.</p><p><strong>Información del fabricante</strong></p><p>Su fórmula contiene pigmentos minerales que proporcionan una cobertura media, ayudando a camuflar las imperfecciones de la piel y emparejando el tono. Con antioxidantes que ayudan a proteger tu piel.</p>"
base-smartx20g-3,BASE SMARTx20g 3,"<p><strong>Base Smart 20 g 3</strong></p><p>Esta base de maquillaje de Smart en presentación de 20 g unifica el tono de la piel y deja una superficie pareja sobre la que construir todo el maquillaje.</p><p><strong>Tono:</strong> 3</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cobertura graduable: una capa fina para el día, dos para la noche.</li><li>Se funde con la piel en lugar de quedar como una máscara.</li><li>No se cuartea ni marca las líneas de expresión si la piel está bien hidratada.</li><li>Base sólida para que el rubor, el contorno y el iluminador se difuminen bien.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Empezá con la piel limpia e hidratada; esperá un par de minutos a que la crema absorba.</li><li>Aplicá primer si querés más duración y mejor acabado.</li><li>Poné pequeñas cantidades en frente, mejillas, nariz y mentón.</li><li>Difuminá con esponja húmeda o brocha, siempre desde el centro hacia afuera.</li></ol><p><strong>Ideal para:</strong> maquillaje diario y de ocasión, en todo tipo de piel.</p><p><strong>Tip Krika:</strong> Probá el tono en la mandíbula, no en la mano: es la única forma de que no se note el corte con el cuello.</p><p><strong>Información del fabricante</strong></p><p>Su fórmula contiene pigmentos minerales que proporcionan una cobertura media, ayudando a camuflar las imperfecciones de la piel y emparejando el tono. Con antioxidantes que ayudan a proteger tu piel.</p>"
base-smartx20g-4,BASE SMARTx20g 4,"<p><strong>Base Smart 20 g 4</strong></p><p>Esta base de maquillaje de Smart en presentación de 20 g unifica el tono de la piel y deja una superficie pareja sobre la que construir todo el maquillaje.</p><p><strong>Tono:</strong> 4</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cobertura graduable: una capa fina para el día, dos para la noche.</li><li>Se funde con la piel en lugar de quedar como una máscara.</li><li>No se cuartea ni marca las líneas de expresión si la piel está bien hidratada.</li><li>Base sólida para que el rubor, el contorno y el iluminador se difuminen bien.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Empezá con la piel limpia e hidratada; esperá un par de minutos a que la crema absorba.</li><li>Aplicá primer si querés más duración y mejor acabado.</li><li>Poné pequeñas cantidades en frente, mejillas, nariz y mentón.</li><li>Difuminá con esponja húmeda o brocha, siempre desde el centro hacia afuera.</li></ol><p><strong>Ideal para:</strong> maquillaje diario y de ocasión, en todo tipo de piel.</p><p><strong>Tip Krika:</strong> Probá el tono en la mandíbula, no en la mano: es la única forma de que no se note el corte con el cuello.</p><p><strong>Información del fabricante</strong></p><p>Su fórmula contiene pigmentos minerales que proporcionan una cobertura media, ayudando a camuflar las imperfecciones de la piel y emparejando el tono. Con antioxidantes que ayudan a proteger tu piel.</p>"
labial-liq-smartx11g-3b-agave,LABIAL LIQUIDO SMARTx11g 3B AGAVE,"<p><strong>Labial Liquido Smart 11 g 3B Agave</strong></p><p>Este labial cremoso de Smart de la línea 3B Agave en presentación de 11 g aporta color intenso y sensación cómoda, sin ese tirantez del mate puro.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Textura cremosa que se desliza y no marca las líneas del labio.</li><li>Color cubriente en una sola pasada.</li><li>Sensación humectante durante el uso, no solo al aplicarlo.</li><li>Acabado luminoso que rejuvenece el rostro.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Exfoliá los labios suavemente si están resecos.</li><li>Aplicá bálsamo y esperá un minuto.</li><li>Perfilá el contorno con lápiz si querés más definición y duración.</li><li>Aplicá el labial desde el centro hacia las comisuras.</li></ol><p><strong>Ideal para:</strong> uso diario y para quien no soporta la sensación de los mate.</p><p><strong>Tip Krika:</strong> Si el labial se corre, perfilá primero con lápiz del mismo tono: hace de barrera.</p><p><strong>Información del fabricante</strong></p><p>Fórmula con agentes antioxidantes que ayudan a proteger y humectar la piel de los labios, textura cremosa que se desliza fácilmente al momento de la aplicación, con alta carga de color y brillo intenso desde la primera pasada.</p>"
labial-liq-smartx11g-3b-aleli,LABIAL LIQUIDO SMARTx11g 3B ALELI,"<p><strong>Labial Liquido Smart 11 g 3B Aleli</strong></p><p>Este labial cremoso de Smart de la línea 3B Aleli en presentación de 11 g aporta color intenso y sensación cómoda, sin ese tirantez del mate puro.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Textura cremosa que se desliza y no marca las líneas del labio.</li><li>Color cubriente en una sola pasada.</li><li>Sensación humectante durante el uso, no solo al aplicarlo.</li><li>Acabado luminoso que rejuvenece el rostro.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Exfoliá los labios suavemente si están resecos.</li><li>Aplicá bálsamo y esperá un minuto.</li><li>Perfilá el contorno con lápiz si querés más definición y duración.</li><li>Aplicá el labial desde el centro hacia las comisuras.</li></ol><p><strong>Ideal para:</strong> uso diario y para quien no soporta la sensación de los mate.</p><p><strong>Tip Krika:</strong> Si el labial se corre, perfilá primero con lápiz del mismo tono: hace de barrera.</p><p><strong>Información del fabricante</strong></p><p>Fórmula con agentes antioxidantes que ayudan a proteger y humectar la piel de los labios, textura cremosa que se desliza fácilmente al momento de la aplicación, con alta carga de color y brillo intenso desde la primera pasada.</p>"
labial-liq-smartx11g-3b-dalia,LABIAL LIQUIDO SMARTx11g 3B DALIA,"<p><strong>Labial Liquido Smart 11 g 3B Dalia</strong></p><p>Este labial cremoso de Smart de la línea 3B Dalia en presentación de 11 g aporta color intenso y sensación cómoda, sin ese tirantez del mate puro.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Textura cremosa que se desliza y no marca las líneas del labio.</li><li>Color cubriente en una sola pasada.</li><li>Sensación humectante durante el uso, no solo al aplicarlo.</li><li>Acabado luminoso que rejuvenece el rostro.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Exfoliá los labios suavemente si están resecos.</li><li>Aplicá bálsamo y esperá un minuto.</li><li>Perfilá el contorno con lápiz si querés más definición y duración.</li><li>Aplicá el labial desde el centro hacia las comisuras.</li></ol><p><strong>Ideal para:</strong> uso diario y para quien no soporta la sensación de los mate.</p><p><strong>Tip Krika:</strong> Si el labial se corre, perfilá primero con lápiz del mismo tono: hace de barrera.</p><p><strong>Información del fabricante</strong></p><p>Fórmula con agentes antioxidantes que ayudan a proteger y humectar la piel de los labios, textura cremosa que se desliza fácilmente al momento de la aplicación, con alta carga de color y brillo intenso desde la primera pasada.</p>"
labial-smartx2g-3b-nude,LABIAL SMARTx2g 3B NUDE,"<p><strong>Labial Smart 2 g 3B Nude</strong></p><p>Este labial cremoso de Smart de la línea 3B Nude en presentación de 2 g aporta color intenso y sensación cómoda, sin ese tirantez del mate puro.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Textura cremosa que se desliza y no marca las líneas del labio.</li><li>Color cubriente en una sola pasada.</li><li>Sensación humectante durante el uso, no solo al aplicarlo.</li><li>Acabado luminoso que rejuvenece el rostro.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Exfoliá los labios suavemente si están resecos.</li><li>Aplicá bálsamo y esperá un minuto.</li><li>Perfilá el contorno con lápiz si querés más definición y duración.</li><li>Aplicá el labial desde el centro hacia las comisuras.</li></ol><p><strong>Ideal para:</strong> uso diario y para quien no soporta la sensación de los mate.</p><p><strong>Tip Krika:</strong> Si el labial se corre, perfilá primero con lápiz del mismo tono: hace de barrera.</p><p><strong>Información del fabricante</strong></p><p>Es un labial en barra  que posee una textura cremosa gracias a una exclusiva combinación de emolientes y a su vez proporciona un efecto tratante gracias a su contenido de ceramidas y vitaminas E y C.</p>"
labial-smartx2g-3b-rosa,LABIAL SMARTx2g 3B ROSA,"<p><strong>Labial Smart 2 g 3B Rosa</strong></p><p>Este labial cremoso de Smart de la línea 3B Rosa en presentación de 2 g aporta color intenso y sensación cómoda, sin ese tirantez del mate puro.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Textura cremosa que se desliza y no marca las líneas del labio.</li><li>Color cubriente en una sola pasada.</li><li>Sensación humectante durante el uso, no solo al aplicarlo.</li><li>Acabado luminoso que rejuvenece el rostro.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Exfoliá los labios suavemente si están resecos.</li><li>Aplicá bálsamo y esperá un minuto.</li><li>Perfilá el contorno con lápiz si querés más definición y duración.</li><li>Aplicá el labial desde el centro hacia las comisuras.</li></ol><p><strong>Ideal para:</strong> uso diario y para quien no soporta la sensación de los mate.</p><p><strong>Tip Krika:</strong> Si el labial se corre, perfilá primero con lápiz del mismo tono: hace de barrera.</p><p><strong>Información del fabricante</strong></p><p>Es un labial en barra  que posee una textura cremosa gracias a una exclusiva combinación de emolientes y a su vez proporciona un efecto tratante gracias a su contenido de ceramidas y vitaminas E y C.</p>"
labial-smartx2g-3b-frutos-rojos,LABIAL SMARTx2g 3B FRUTOS ROJOS,"<p><strong>Labial Smart 2 g 3B Frutos Rojos</strong></p><p>Este labial cremoso de Smart de la línea 3B Frutos Rojos en presentación de 2 g aporta color intenso y sensación cómoda, sin ese tirantez del mate puro.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Textura cremosa que se desliza y no marca las líneas del labio.</li><li>Color cubriente en una sola pasada.</li><li>Sensación humectante durante el uso, no solo al aplicarlo.</li><li>Acabado luminoso que rejuvenece el rostro.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Exfoliá los labios suavemente si están resecos.</li><li>Aplicá bálsamo y esperá un minuto.</li><li>Perfilá el contorno con lápiz si querés más definición y duración.</li><li>Aplicá el labial desde el centro hacia las comisuras.</li></ol><p><strong>Ideal para:</strong> uso diario y para quien no soporta la sensación de los mate.</p><p><strong>Tip Krika:</strong> Si el labial se corre, perfilá primero con lápiz del mismo tono: hace de barrera.</p><p><strong>Información del fabricante</strong></p><p>Es un labial en barra  que posee una textura cremosa gracias a una exclusiva combinación de emolientes y a su vez proporciona un efecto tratante gracias a su contenido de ceramidas y vitaminas E y C.</p>"
