Handle,Title,Body (HTML)
maq-cejas-kholx15g-moka-1156,MAQUILLAJE CEJAS KHOLx1.5g MOKA 1156,"<p><strong>Maquillaje Cejas Khol 1.5 g Moka 1156</strong></p><p>Este producto para cejas de Khol de la línea Moka 1156 en presentación de 1.5 g da forma, color y fijación a la ceja con un acabado natural.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Define la ceja sin el efecto marcador.</li><li>Fija el vello en su sitio durante todo el día.</li><li>Construible: aplicás poco y sumás si hace falta.</li><li>Combina bien con lápiz para un resultado más completo.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Peiná la ceja hacia arriba y afuera.</li><li>Aplicá el producto siguiendo la forma natural.</li><li>Difuminá los bordes para que no queden marcas.</li><li>Fijá con gel transparente si querés que aguante más.</li></ol><p><strong>Ideal para:</strong> cejas de todo tipo, en maquillaje diario y de evento.</p>"
labial-kholx32g-barra-1116-rubi,LABIAL KHOLx3.2g BARRA 1116 RUBI,"<p><strong>Labial Khol 3.2 g Barra 1116 Rubi</strong></p><p>Este labial cremoso de Khol de la línea Barra 1116 Rubi en presentación de 3.2 g aporta color intenso y sensación cómoda, sin ese tirantez del mate puro.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Textura cremosa que se desliza y no marca las líneas del labio.</li><li>Color cubriente en una sola pasada.</li><li>Sensación humectante durante el uso, no solo al aplicarlo.</li><li>Acabado luminoso que rejuvenece el rostro.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Exfoliá los labios suavemente si están resecos.</li><li>Aplicá bálsamo y esperá un minuto.</li><li>Perfilá el contorno con lápiz si querés más definición y duración.</li><li>Aplicá el labial desde el centro hacia las comisuras.</li></ol><p><strong>Ideal para:</strong> uso diario y para quien no soporta la sensación de los mate.</p><p><strong>Tip Krika:</strong> Si el labial se corre, perfilá primero con lápiz del mismo tono: hace de barrera.</p>"
maq-cejas-kholx15g-miel,MAQUILLAJE CEJAS KHOLx1.5g MIEL,"<p><strong>Maquillaje Cejas Khol 1.5 g Miel</strong></p><p>Este producto para cejas de Khol de la línea Miel en presentación de 1.5 g da forma, color y fijación a la ceja con un acabado natural.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Define la ceja sin el efecto marcador.</li><li>Fija el vello en su sitio durante todo el día.</li><li>Construible: aplicás poco y sumás si hace falta.</li><li>Combina bien con lápiz para un resultado más completo.</li><li>Con miel, humectante natural de acabado suave.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Peiná la ceja hacia arriba y afuera.</li><li>Aplicá el producto siguiendo la forma natural.</li><li>Difuminá los bordes para que no queden marcas.</li><li>Fijá con gel transparente si querés que aguante más.</li></ol><p><strong>Ideal para:</strong> cejas de todo tipo, en maquillaje diario y de evento.</p>"
rubor-kholx4g-1076-durazno-nacarado,RUBOR KHOLx4g 1076 DURAZNO NACARADO,"<p><strong>Rubor Khol 4 g 1076 Durazno Nacarado</strong></p><p>Este rubor de Khol de la línea 1076 Durazno Nacarado en presentación de 4 g devuelve color y dimensión al rostro para que el maquillaje no se vea plano.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Pigmentación buena y construible: empezás suave y subís a gusto.</li><li>Se difumina sin esfuerzo y no deja manchones.</li><li>Da ese aspecto de buena cara que ninguna base consigue sola.</li><li>Combina bien con acabados mate y satinados.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá después de la base y el polvo.</li><li>Sonreí y aplicá sobre la parte alta de la mejilla.</li><li>Difuminá hacia la sien con movimientos suaves.</li><li>Si usás iluminador, ponelo sobre el pómulo, el arco de cupido y el lagrimal.</li></ol><p><strong>Ideal para:</strong> maquillaje diario y looks de fiesta.</p><p><strong>Tip Krika:</strong> Subir el rubor hacia la sien estira ópticamente el rostro. Bajarlo lo redondea.</p>"
labial-kholx32g-barra-1059-clavel,LABIAL KHOLx3.2g BARRA 1059 CLAVEL,"<p><strong>Labial Khol 3.2 g Barra 1059 Clavel</strong></p><p>Este labial cremoso de Khol de la línea Barra 1059 Clavel en presentación de 3.2 g aporta color intenso y sensación cómoda, sin ese tirantez del mate puro.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Textura cremosa que se desliza y no marca las líneas del labio.</li><li>Color cubriente en una sola pasada.</li><li>Sensación humectante durante el uso, no solo al aplicarlo.</li><li>Acabado luminoso que rejuvenece el rostro.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Exfoliá los labios suavemente si están resecos.</li><li>Aplicá bálsamo y esperá un minuto.</li><li>Perfilá el contorno con lápiz si querés más definición y duración.</li><li>Aplicá el labial desde el centro hacia las comisuras.</li></ol><p><strong>Ideal para:</strong> uso diario y para quien no soporta la sensación de los mate.</p><p><strong>Tip Krika:</strong> Si el labial se corre, perfilá primero con lápiz del mismo tono: hace de barrera.</p>"
rubor-kholx4g-1074-nacarado-palo-rosa,RUBOR KHOLx4g 1074 NACARADO PALO ROSA,"<p><strong>Rubor Khol 4 g 1074 Nacarado Palo Rosa</strong></p><p>Este rubor de Khol de la línea 1074 Nacarado Palo Rosa en presentación de 4 g devuelve color y dimensión al rostro para que el maquillaje no se vea plano.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Pigmentación buena y construible: empezás suave y subís a gusto.</li><li>Se difumina sin esfuerzo y no deja manchones.</li><li>Da ese aspecto de buena cara que ninguna base consigue sola.</li><li>Combina bien con acabados mate y satinados.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá después de la base y el polvo.</li><li>Sonreí y aplicá sobre la parte alta de la mejilla.</li><li>Difuminá hacia la sien con movimientos suaves.</li><li>Si usás iluminador, ponelo sobre el pómulo, el arco de cupido y el lagrimal.</li></ol><p><strong>Ideal para:</strong> maquillaje diario y looks de fiesta.</p><p><strong>Tip Krika:</strong> Subir el rubor hacia la sien estira ópticamente el rostro. Bajarlo lo redondea.</p>"
jabon-fac-kholx100g-vegan-verbena,JABON FACIAL KHOLx100g VEGAN VERBENA,"<p><strong>Jabon Facial Khol 100 g Vegan Verbena</strong></p><p>Este jabón facial de Khol de la línea Vegan Verbena en presentación de 100 g limpia el rostro de forma efectiva con un formato práctico y rendidor.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Limpieza profunda de grasa e impurezas.</li><li>Formato que rinde muchísimo más que un limpiador líquido.</li><li>Fácil de llevar, no cuenta como líquido en el equipaje.</li><li>Fórmulas pensadas para el rostro, no jabón de manos reciclado.</li><li>Fórmula vegana.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Mojá el rostro y el jabón.</li><li>Frotá el jabón entre las manos hasta hacer espuma.</li><li>Aplicá la espuma en el rostro y masajeá 30 segundos.</li><li>Enjuagá y guardá el jabón en una jabonera que drene.</li></ol><p><strong>Ideal para:</strong> limpieza facial diaria.</p>"
gel-fac-kholx250ml-limpiador,LIMPIADOR FACIAL KHOLx250ml GEL,"<p><strong>Limpiador Facial Khol 250 ml Gel</strong></p><p>Este gel facial de Khol de la línea Gel en presentación de 250 ml limpia en profundidad con una textura fresca que no deja la piel tirante.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Arrastra grasa e impurezas sin llevarse la hidratación necesaria.</li><li>Textura gel que enjuaga limpio, sin residuos.</li><li>Sensación de frescura inmediata.</li><li>Apto para uso diario, mañana y noche.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Mojá el rostro con agua tibia.</li><li>Emulsioná una pequeña cantidad entre las manos.</li><li>Masajeá en círculos durante 30 segundos.</li><li>Enjuagá y secá con toques de toalla, sin frotar.</li></ol><p><strong>Ideal para:</strong> pieles mixtas y grasas.</p>"
tonico-fac-kholx250ml,TONICO FACIAL KHOLx250ml,<p><strong>Tonico Facial Khol 250 ml</strong></p><p>Este tónico facial de Khol en presentación de 250 ml reequilibra la piel después de la limpieza y la prepara para lo que viene después.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Retira los últimos restos de limpiador y de agua dura.</li><li>Deja la piel receptiva: lo que apliques después penetra mejor.</li><li>Refresca y calma al instante.</li><li>Paso rápido que mejora el resultado de toda la rutina.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá después de limpiar el rostro.</li><li>Poné el producto en un algodón o en las palmas.</li><li>Pasá por todo el rostro evitando el contorno de ojos.</li><li>No enjuagues. Seguí con sérum y crema.</li></ol><p><strong>Ideal para:</strong> cualquier rutina facial que ya tenga limpieza e hidratación.</p>
serum-fac-kholx50ml-acido-hyaluronico,SERUM FACIAL KHOLx50ml ACIDO HYALURONICO,"<p><strong>Serum Facial Khol 50 ml Acido Hyaluronico</strong></p><p>Este sérum facial de Khol de la línea Acido Hyaluronico en presentación de 50 ml concentra activos en una textura ligera que penetra más que una crema.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Mayor concentración de activos que una crema común.</li><li>Textura ligera que absorbe en segundos.</li><li>Se puede combinar con tu hidratante habitual sin cambiar toda la rutina.</li><li>Unas gotas alcanzan: el frasco pequeño rinde meses.</li><li>Con ácido hialurónico, que retiene agua y deja la piel visiblemente más jugosa.</li><li>Tamaño de 50 ml: entra en cualquier neceser y viaja sin problema.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá sobre la piel limpia, antes de la crema hidratante.</li><li>Poné 3 o 4 gotas en la palma y presioná sobre el rostro, sin frotar.</li><li>Esperá un minuto a que absorba.</li><li>Sellá con tu crema hidratante y, de día, con protector solar.</li></ol><p><strong>Ideal para:</strong> quien quiere resultados concretos y ya tiene una rutina básica armada.</p><p><strong>Tip Krika:</strong> El orden importa: del producto más líquido al más denso. El sérum siempre va antes de la crema.</p>"
serum-fac-kholx30ml-vitamina-c,SERUM FACIAL KHOLx30ml VITAMINA C,"<p><strong>Serum Facial Khol 30 ml Vitamina C</strong></p><p>Este sérum facial de Khol de la línea Vitamina C en presentación de 30 ml concentra activos en una textura ligera que penetra más que una crema.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Mayor concentración de activos que una crema común.</li><li>Textura ligera que absorbe en segundos.</li><li>Se puede combinar con tu hidratante habitual sin cambiar toda la rutina.</li><li>Unas gotas alcanzan: el frasco pequeño rinde meses.</li><li>Con vitamina C, que aporta luminosidad y ayuda a unificar el tono.</li><li>Tamaño de 30 ml: entra en cualquier neceser y viaja sin problema.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá sobre la piel limpia, antes de la crema hidratante.</li><li>Poné 3 o 4 gotas en la palma y presioná sobre el rostro, sin frotar.</li><li>Esperá un minuto a que absorba.</li><li>Sellá con tu crema hidratante y, de día, con protector solar.</li></ol><p><strong>Ideal para:</strong> quien quiere resultados concretos y ya tiene una rutina básica armada.</p><p><strong>Tip Krika:</strong> El orden importa: del producto más líquido al más denso. El sérum siempre va antes de la crema.</p>"
tonico-fac-kholx55ml,TONICO FACIAL KHOLx55ml,<p><strong>Tonico Facial Khol 55 ml</strong></p><p>Este tónico facial de Khol en presentación de 55 ml reequilibra la piel después de la limpieza y la prepara para lo que viene después.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Retira los últimos restos de limpiador y de agua dura.</li><li>Deja la piel receptiva: lo que apliques después penetra mejor.</li><li>Refresca y calma al instante.</li><li>Paso rápido que mejora el resultado de toda la rutina.</li><li>Tamaño de 55 ml: entra en cualquier neceser y viaja sin problema.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá después de limpiar el rostro.</li><li>Poné el producto en un algodón o en las palmas.</li><li>Pasá por todo el rostro evitando el contorno de ojos.</li><li>No enjuagues. Seguí con sérum y crema.</li></ol><p><strong>Ideal para:</strong> cualquier rutina facial que ya tenga limpieza e hidratación.</p>
serum-fac-kholx55ml-limoncillo-seco,SERUM FACIAL KHOLx55ml LIMONCILLO SECO,"<p><strong>Serum Facial Khol 55 ml Limoncillo Seco</strong></p><p>Este sérum facial de Khol de la línea Limoncillo Seco en presentación de 55 ml concentra activos en una textura ligera que penetra más que una crema.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Mayor concentración de activos que una crema común.</li><li>Textura ligera que absorbe en segundos.</li><li>Se puede combinar con tu hidratante habitual sin cambiar toda la rutina.</li><li>Unas gotas alcanzan: el frasco pequeño rinde meses.</li><li>Tamaño de 55 ml: entra en cualquier neceser y viaja sin problema.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá sobre la piel limpia, antes de la crema hidratante.</li><li>Poné 3 o 4 gotas en la palma y presioná sobre el rostro, sin frotar.</li><li>Esperá un minuto a que absorba.</li><li>Sellá con tu crema hidratante y, de día, con protector solar.</li></ol><p><strong>Ideal para:</strong> quien quiere resultados concretos y ya tiene una rutina básica armada.</p><p><strong>Tip Krika:</strong> El orden importa: del producto más líquido al más denso. El sérum siempre va antes de la crema.</p>"
crema-fac-kholx45g-blue-diamond,CREMA FACIAL KHOLx45g BLUE DIAMOND,"<p><strong>Crema Facial Khol 45 g Blue Diamond</strong></p><p>Esta crema facial de Khol de la línea Blue Diamond en presentación de 45 g hidrata, protege y mantiene la barrera de la piel en condiciones día tras día.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Hidratación que se sostiene durante horas, no solo el rato después de aplicarla.</li><li>Textura que absorbe sin dejar película grasosa.</li><li>Deja la piel lista para el maquillaje o para dormir.</li><li>Paso base de cualquier rutina: sin hidratación, el resto rinde menos.</li><li>Tamaño de 45 g: entra en cualquier neceser y viaja sin problema.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limpiá el rostro y aplicá tónico si usás.</li><li>Tomá una cantidad del tamaño de una avellana.</li><li>Repartí en frente, mejillas, nariz y mentón.</li><li>Extendé con movimientos suaves de adentro hacia afuera y hacia arriba, incluyendo el cuello.</li></ol><p><strong>Ideal para:</strong> rutina facial diaria, de mañana y de noche.</p><p><strong>Tip Krika:</strong> Aplicala con la piel apenas húmeda: la hidratación se sella mucho mejor.</p>"
gel-fac-kholx55ml-limpiador,LIMPIADOR FACIAL KHOLx55ml GEL,"<p><strong>Limpiador Facial Khol 55 ml Gel</strong></p><p>Este gel facial de Khol de la línea Gel en presentación de 55 ml limpia en profundidad con una textura fresca que no deja la piel tirante.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Arrastra grasa e impurezas sin llevarse la hidratación necesaria.</li><li>Textura gel que enjuaga limpio, sin residuos.</li><li>Sensación de frescura inmediata.</li><li>Apto para uso diario, mañana y noche.</li><li>Tamaño de 55 ml: entra en cualquier neceser y viaja sin problema.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Mojá el rostro con agua tibia.</li><li>Emulsioná una pequeña cantidad entre las manos.</li><li>Masajeá en círculos durante 30 segundos.</li><li>Enjuagá y secá con toques de toalla, sin frotar.</li></ol><p><strong>Ideal para:</strong> pieles mixtas y grasas.</p>"
crema-corp-kholx90ml-coco,CREMA CORPORAL KHOLx90ml COCO,"<p><strong>Crema Corporal Khol 90 ml Coco</strong></p><p>Esta crema corporal de Khol de la línea Coco en presentación de 90 ml devuelve suavidad e hidratación a toda la piel del cuerpo, que también necesita atención.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Hidratación que dura horas, no solo el momento de aplicarla.</li><li>Absorbe rápido: podés vestirte sin esperar.</li><li>Alivia la tirantez y la aspereza de codos, rodillas y piernas.</li><li>Textura agradable que hace que no te saltes el paso.</li><li>Con coco, que nutre en profundidad y deja un aroma tropical difícil de resistir.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá sobre la piel limpia, preferentemente apenas salís de la ducha.</li><li>Masajeá con movimientos circulares ascendentes.</li><li>Insistí en codos, rodillas, talones y cualquier zona reseca.</li><li>Usala a diario, mañana o noche.</li></ol><p><strong>Ideal para:</strong> hidratación diaria de todo el cuerpo.</p><p><strong>Tip Krika:</strong> Con la piel todavía húmeda la crema atrapa el agua y la hidratación rinde el doble.</p>"
crema-corp-kholx450ml-coco-y-avena,CREMA CORPORAL KHOLx450ml COCO Y AVENA,"<p><strong>Crema Corporal Khol 450 ml Coco Y Avena</strong></p><p>Esta crema corporal de Khol de la línea Coco Y Avena en presentación de 450 ml devuelve suavidad e hidratación a toda la piel del cuerpo, que también necesita atención.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Hidratación que dura horas, no solo el momento de aplicarla.</li><li>Absorbe rápido: podés vestirte sin esperar.</li><li>Alivia la tirantez y la aspereza de codos, rodillas y piernas.</li><li>Textura agradable que hace que no te saltes el paso.</li><li>Con coco, que nutre en profundidad y deja un aroma tropical difícil de resistir.</li><li>Con avena, suave y calmante para pieles reactivas.</li><li>Formato grande de 450 ml, pensado para uso frecuente sin quedarte a mitad de camino.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá sobre la piel limpia, preferentemente apenas salís de la ducha.</li><li>Masajeá con movimientos circulares ascendentes.</li><li>Insistí en codos, rodillas, talones y cualquier zona reseca.</li><li>Usala a diario, mañana o noche.</li></ol><p><strong>Ideal para:</strong> hidratación diaria de todo el cuerpo.</p><p><strong>Tip Krika:</strong> Con la piel todavía húmeda la crema atrapa el agua y la hidratación rinde el doble.</p>"
