Handle,Title,Body (HTML)
rubor-max-factorx15g-05-lovely-pink,RUBOR MAX FACTORx1.5g 05 LOVELY PINK,"<p><strong>Rubor Max Factor 1.5 g 05 Lovely Pink</strong></p><p>Este rubor de Max Factor de la línea 05 Lovely Pink en presentación de 1.5 g devuelve color y dimensión al rostro para que el maquillaje no se vea plano.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Pigmentación buena y construible: empezás suave y subís a gusto.</li><li>Se difumina sin esfuerzo y no deja manchones.</li><li>Da ese aspecto de buena cara que ninguna base consigue sola.</li><li>Combina bien con acabados mate y satinados.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá después de la base y el polvo.</li><li>Sonreí y aplicá sobre la parte alta de la mejilla.</li><li>Difuminá hacia la sien con movimientos suaves.</li><li>Si usás iluminador, ponelo sobre el pómulo, el arco de cupido y el lagrimal.</li></ol><p><strong>Ideal para:</strong> maquillaje diario y looks de fiesta.</p><p><strong>Tip Krika:</strong> Subir el rubor hacia la sien estira ópticamente el rostro. Bajarlo lo redondea.</p><p><strong>Información del fabricante</strong></p><p>A veces buscas un sutil rubor de color, otras buscas un acabado más llamativo. Los deslumbrantes tonos Facefinity están diseñados para mezclarse y fundirse sin esfuerzo, para que puedas lograr el color perfecto. Su fórmula granulada permite controlar el nivel de intensidad que buscas sin dejar trazos de colorete y logrando un acabado de porcelana.</p><p>Beneficios:</p><p>Los pigmentos multi-tonales trabajan con tu tono de piel. Textura fina y molida, acabado porcelana. Fórmula gradual que permite controlar el nivel de intensidad que buscas. Ultra mezclable, no se ven los trazos del colorete.</p>"
labial-max-factorx35g-celxir-050-pink,LABIAL MAX FACTORx3.5g COLOR ELXIR 050 PINK BRANDY,"<p><strong>Labial Max Factor 3.5 g Color Elxir 050 Pink Brandy</strong></p><p>Este labial cremoso de Max Factor de la línea Color Elxir 050 Pink Brandy en presentación de 3.5 g aporta color intenso y sensación cómoda, sin ese tirantez del mate puro.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Textura cremosa que se desliza y no marca las líneas del labio.</li><li>Color cubriente en una sola pasada.</li><li>Sensación humectante durante el uso, no solo al aplicarlo.</li><li>Acabado luminoso que rejuvenece el rostro.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Exfoliá los labios suavemente si están resecos.</li><li>Aplicá bálsamo y esperá un minuto.</li><li>Perfilá el contorno con lápiz si querés más definición y duración.</li><li>Aplicá el labial desde el centro hacia las comisuras.</li></ol><p><strong>Ideal para:</strong> uso diario y para quien no soporta la sensación de los mate.</p><p><strong>Tip Krika:</strong> Si el labial se corre, perfilá primero con lápiz del mismo tono: hace de barrera.</p><p><strong>Información del fabricante</strong></p><p>""El labial que aporta un toque seductor y un aspecto sedoso además de transformar tus labios. Su fórmula contiene una mezcla de emolientes, acondicionadores y antioxidantes, incluyendo la vitamina E, para una transformación visible de la apariencia de sus labios. En tan solo 7 días, labios lisos e hidratados. Consejo Max Factor: aplica el color, sécalo con un pañuelo y vuelva a aplicar. Usa polvo translúcido entre capas para obtener resultado más duradero.</p><p>Beneficios:</p><p>Una mezcla con un 60% de emolientes, agentes acondicionadores, antioxidantes y vitamina E. Color fabuloso al instante. Hidrata activamente para unos labios más suaves y con volumen (comparado con labios sin maquillar).""</p>"
pestanina-max-factorx15ml-lashmak-cafe,PESTANINA MAX FACTORx15ml LASH MAKER CAFE,"<p><strong>Pestanina Max Factor 15 ml Lash Maker Cafe</strong></p><p>Esta pestañina de Max Factor de la línea Lash Maker Cafe en presentación de 15 ml abre la mirada al instante: es el producto que más cambia la cara con menos esfuerzo.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Aporta volumen y longitud desde la primera capa.</li><li>Cepillo diseñado para separar y peinar sin dejar grumos.</li><li>Fórmula que no se cuartea ni cae bajo el ojo durante el día.</li><li>Si solo pudieras usar un producto de maquillaje, sería este.</li><li>Con cafeína, un activo habitual en rutinas reafirmantes.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Encrespá las pestañas antes de aplicar, nunca después.</li><li>Limpiá el exceso de producto del cepillo en el borde del envase.</li><li>Apoyá el cepillo en la raíz y movelo en zigzag hacia las puntas.</li><li>Aplicá una segunda capa antes de que seque la primera si querés más volumen.</li></ol><p><strong>Ideal para:</strong> maquillaje diario y cualquier look, por mínimo que sea.</p><p><strong>Tip Krika:</strong> Nunca bombees el cepillo dentro del tubo: metés aire y la pestañina se seca antes de tiempo.</p><p><strong>Información del fabricante</strong></p><p>Pestañina que define y da volumen a las pestañas. Brinda dramatismo a tu mirada. Longitud, separación, elevación, alta duración y fórmula más oscura. Cepillo en forma de peinilla.A prueba de agua.</p>"
base-max-factorx115g-miracle-touch-45,BASE MAX FACTORx11.5g MIRACLE TOUCH 45 ALMOND,"<p><strong>Base Max Factor 11.5 g Miracle Touch 45 Almond</strong></p><p>Esta base de maquillaje de Max Factor de la línea Miracle Touch 45 Almond en presentación de 11.5 g unifica el tono de la piel y deja una superficie pareja sobre la que construir todo el maquillaje.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cobertura graduable: una capa fina para el día, dos para la noche.</li><li>Se funde con la piel en lugar de quedar como una máscara.</li><li>No se cuartea ni marca las líneas de expresión si la piel está bien hidratada.</li><li>Base sólida para que el rubor, el contorno y el iluminador se difuminen bien.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Empezá con la piel limpia e hidratada; esperá un par de minutos a que la crema absorba.</li><li>Aplicá primer si querés más duración y mejor acabado.</li><li>Poné pequeñas cantidades en frente, mejillas, nariz y mentón.</li><li>Difuminá con esponja húmeda o brocha, siempre desde el centro hacia afuera.</li></ol><p><strong>Ideal para:</strong> maquillaje diario y de ocasión, en todo tipo de piel.</p><p><strong>Tip Krika:</strong> Probá el tono en la mandíbula, no en la mano: es la única forma de que no se note el corte con el cuello.</p><p><strong>Información del fabricante</strong></p><p>Ácido hialurónico. SPF 30. Fórmula Solida a líquida. Hidrata. Fórmula ligera que se transforma de sólido a líquido deslizándose suavemente a través de la piel para un acabado perfecto y luminoso.</p>"
base-max-factorx115g-miracle-touch-60,BASE MAX FACTORx11.5g MIRACLE TOUCH 60 SAND,"<p><strong>Base Max Factor 11.5 g Miracle Touch 60 Sand</strong></p><p>Esta base de maquillaje de Max Factor de la línea Miracle Touch 60 Sand en presentación de 11.5 g unifica el tono de la piel y deja una superficie pareja sobre la que construir todo el maquillaje.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cobertura graduable: una capa fina para el día, dos para la noche.</li><li>Se funde con la piel en lugar de quedar como una máscara.</li><li>No se cuartea ni marca las líneas de expresión si la piel está bien hidratada.</li><li>Base sólida para que el rubor, el contorno y el iluminador se difuminen bien.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Empezá con la piel limpia e hidratada; esperá un par de minutos a que la crema absorba.</li><li>Aplicá primer si querés más duración y mejor acabado.</li><li>Poné pequeñas cantidades en frente, mejillas, nariz y mentón.</li><li>Difuminá con esponja húmeda o brocha, siempre desde el centro hacia afuera.</li></ol><p><strong>Ideal para:</strong> maquillaje diario y de ocasión, en todo tipo de piel.</p><p><strong>Tip Krika:</strong> Probá el tono en la mandíbula, no en la mano: es la única forma de que no se note el corte con el cuello.</p><p><strong>Información del fabricante</strong></p><p>Ácido hialurónico. SPF 30. Fórmula Solida a líquida. Hidrata. Fórmula ligera que se transforma de sólido a líquido deslizándose suavemente a través de la piel para un acabado perfecto y luminoso.</p>"
pestanina-max-factorx131ml-false-epic,PESTANINA MAX FACTORx13.1ml FALSE EPIC LASH LAVABLE,"<p><strong>Pestanina Max Factor 13.1 ml False Epic Lash Lavable</strong></p><p>Esta pestañina de Max Factor de la línea False Epic Lash Lavable en presentación de 13.1 ml abre la mirada al instante: es el producto que más cambia la cara con menos esfuerzo.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Aporta volumen y longitud desde la primera capa.</li><li>Cepillo diseñado para separar y peinar sin dejar grumos.</li><li>Fórmula que no se cuartea ni cae bajo el ojo durante el día.</li><li>Si solo pudieras usar un producto de maquillaje, sería este.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Encrespá las pestañas antes de aplicar, nunca después.</li><li>Limpiá el exceso de producto del cepillo en el borde del envase.</li><li>Apoyá el cepillo en la raíz y movelo en zigzag hacia las puntas.</li><li>Aplicá una segunda capa antes de que seque la primera si querés más volumen.</li></ol><p><strong>Ideal para:</strong> maquillaje diario y cualquier look, por mínimo que sea.</p><p><strong>Tip Krika:</strong> Nunca bombees el cepillo dentro del tubo: metés aire y la pestañina se seca antes de tiempo.</p><p><strong>Información del fabricante</strong></p><p>Usa la punta zoom de forma vertical para capturar y magnificar cada detalle de las pestañas. Magnifica cada pestaña a una escala épica.Fórmula lavable.</p>"
base-max-factorx115g-miracle-touch-80,BASE MAX FACTORx11.5g MIRACLE TOUCH 80 BRONZE,"<p><strong>Base Max Factor 11.5 g Miracle Touch 80 Bronze</strong></p><p>Esta base de maquillaje de Max Factor de la línea Miracle Touch 80 Bronze en presentación de 11.5 g unifica el tono de la piel y deja una superficie pareja sobre la que construir todo el maquillaje.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cobertura graduable: una capa fina para el día, dos para la noche.</li><li>Se funde con la piel en lugar de quedar como una máscara.</li><li>No se cuartea ni marca las líneas de expresión si la piel está bien hidratada.</li><li>Base sólida para que el rubor, el contorno y el iluminador se difuminen bien.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Empezá con la piel limpia e hidratada; esperá un par de minutos a que la crema absorba.</li><li>Aplicá primer si querés más duración y mejor acabado.</li><li>Poné pequeñas cantidades en frente, mejillas, nariz y mentón.</li><li>Difuminá con esponja húmeda o brocha, siempre desde el centro hacia afuera.</li></ol><p><strong>Ideal para:</strong> maquillaje diario y de ocasión, en todo tipo de piel.</p><p><strong>Tip Krika:</strong> Probá el tono en la mandíbula, no en la mano: es la única forma de que no se note el corte con el cuello.</p><p><strong>Información del fabricante</strong></p><p>Ácido hialurónico. SPF 30. Fórmula Solida a líquida. Hidrata. Fórmula ligera que se transforma de sólido a líquido deslizándose suavemente a través de la piel para un acabado perfecto y luminoso.</p>"
base-max-factorx24g-pan-cake-true-beige,BASE MAX FACTORx24g PAN CAKE TRUE BEIGE,"<p><strong>Base Max Factor 24 g Pan Cake True Beige</strong></p><p>Esta base de maquillaje de Max Factor de la línea Pan Cake True Beige en presentación de 24 g unifica el tono de la piel y deja una superficie pareja sobre la que construir todo el maquillaje.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Cobertura graduable: una capa fina para el día, dos para la noche.</li><li>Se funde con la piel en lugar de quedar como una máscara.</li><li>No se cuartea ni marca las líneas de expresión si la piel está bien hidratada.</li><li>Base sólida para que el rubor, el contorno y el iluminador se difuminen bien.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Empezá con la piel limpia e hidratada; esperá un par de minutos a que la crema absorba.</li><li>Aplicá primer si querés más duración y mejor acabado.</li><li>Poné pequeñas cantidades en frente, mejillas, nariz y mentón.</li><li>Difuminá con esponja húmeda o brocha, siempre desde el centro hacia afuera.</li></ol><p><strong>Ideal para:</strong> maquillaje diario y de ocasión, en todo tipo de piel.</p><p><strong>Tip Krika:</strong> Probá el tono en la mandíbula, no en la mano: es la única forma de que no se note el corte con el cuello.</p>"
corrector-max-factorx5g-04-fair,CORRECTOR MAX FACTORx5g 04 FAIR,"<p><strong>Corrector Max Factor 5 g 04 Fair</strong></p><p>Este corrector de Max Factor de la línea 04 Fair en presentación de 5 g tapa ojeras, rojeces y marquitas justo donde hace falta, sin cargar el resto del rostro.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Alta cobertura en poco producto: corrige sin apelmazar.</li><li>Ilumina la zona de la ojera y levanta la mirada al instante.</li><li>Se difumina fácil y se funde con la base sin dejar bordes.</li><li>Sirve también para perfilar y limpiar el contorno de labios y cejas.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Aplicá después de la base.</li><li>Para ojeras, dibujá un triángulo invertido bajo el ojo con la punta hacia la mejilla.</li><li>Difuminá con esponja húmeda dando pequeños toques, sin arrastrar.</li><li>Sellá con un poco de polvo suelto para que no se marque.</li></ol><p><strong>Ideal para:</strong> ojeras, imperfecciones puntuales y correcciones de tono.</p><p><strong>Tip Krika:</strong> Un corrector un tono más claro que tu base ilumina; del mismo tono, corrige. No es lo mismo.</p><p><strong>Información del fabricante</strong></p><p>Corrector en barra de máxima cobertura que oculta ojeras, arrugas y líneas de expresión, dejándo un rostro libre de imperfecciones.</p>"
labial-max-factorx4g-cfast-20-ginger,LABIAL MAX FACTORx4g COLOR FAST 20 GINGER,"<p><strong>Labial Max Factor 4 g Color Fast 20 Ginger</strong></p><p>Este labial cremoso de Max Factor de la línea Color Fast 20 Ginger en presentación de 4 g aporta color intenso y sensación cómoda, sin ese tirantez del mate puro.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Textura cremosa que se desliza y no marca las líneas del labio.</li><li>Color cubriente en una sola pasada.</li><li>Sensación humectante durante el uso, no solo al aplicarlo.</li><li>Acabado luminoso que rejuvenece el rostro.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Exfoliá los labios suavemente si están resecos.</li><li>Aplicá bálsamo y esperá un minuto.</li><li>Perfilá el contorno con lápiz si querés más definición y duración.</li><li>Aplicá el labial desde el centro hacia las comisuras.</li></ol><p><strong>Ideal para:</strong> uso diario y para quien no soporta la sensación de los mate.</p><p><strong>Tip Krika:</strong> Si el labial se corre, perfilá primero con lápiz del mismo tono: hace de barrera.</p><p><strong>Información del fabricante</strong></p><p>Labios espectaculares y humectados gracias a los emolientes que contiene.Encuentra variedad de tonos vibrantes e intensos en este labial de textura cremosa.</p>"
labial-max-factorx4g-cfast-21-cafe,LABIAL MAX FACTORx4g COLOR FAST 21 CAFÉ AULAIT,"<p><strong>Labial Max Factor 4 g Color Fast 21 Café Aulait</strong></p><p>Este labial cremoso de Max Factor de la línea Color Fast 21 Café Aulait en presentación de 4 g aporta color intenso y sensación cómoda, sin ese tirantez del mate puro.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Textura cremosa que se desliza y no marca las líneas del labio.</li><li>Color cubriente en una sola pasada.</li><li>Sensación humectante durante el uso, no solo al aplicarlo.</li><li>Acabado luminoso que rejuvenece el rostro.</li><li>Con cafeína, un activo habitual en rutinas reafirmantes.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Exfoliá los labios suavemente si están resecos.</li><li>Aplicá bálsamo y esperá un minuto.</li><li>Perfilá el contorno con lápiz si querés más definición y duración.</li><li>Aplicá el labial desde el centro hacia las comisuras.</li></ol><p><strong>Ideal para:</strong> uso diario y para quien no soporta la sensación de los mate.</p><p><strong>Tip Krika:</strong> Si el labial se corre, perfilá primero con lápiz del mismo tono: hace de barrera.</p><p><strong>Información del fabricante</strong></p><p>Labios espectaculares y humectados gracias a los emolientes que contiene.Encuentra variedad de tonos vibrantes e intensos en este labial de textura cremosa.</p>"
