Handle,Title,Body (HTML),Option1 Name,Option1 Value
crema-peinar-alfaparfx150ml-lissd-detan,CREMA PEINAR LISSE DESIGNx150ml DETANGLING,"<p><strong>Crema Peinar Lisse Design 150 ml Detangling</strong></p><p>Esta crema para peinar de Alfaparf de la línea Detangling en presentación de 150 ml desenreda, define y controla el frizz sin necesidad de enjuagar.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Sin enjuague: desenreda al momento y sigue trabajando todo el día.</li><li>Define la forma natural del cabello sin dejarlo duro ni acartonado.</li><li>Reduce la rotura al peinar, sobre todo en cabello mojado.</li><li>Sirve como base antes del secador o para refrescar el peinado al día siguiente.</li><li>Trabaja a favor del liso y ayuda a domar el frizz.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Sobre cabello húmedo y escurrido, tomá una porción según el largo.</li><li>Repartí de medios a puntas con las manos.</li><li>Desenredá con peine de dientes anchos.</li><li>Dejá secar al aire o secá con difusor.</li></ol><p><strong>Ideal para:</strong> cabello rizado, ondulado o con tendencia al frizz.</p><p><strong>Tip Krika:</strong> Aplicala con el pelo bien mojado y &quot;amasando&quot; los rizos: así se definen mucho mejor.</p>",Title,Default Title
shamp-alfaparfx500ml-lisse-design,SHAMPOO ALFAPARFx500ml LISSE DESIGN,"<p><strong>Shampoo Alfaparf 500 ml Lisse Design</strong></p><p>Este shampoo de Alfaparf de la línea Lisse Design en presentación de 500 ml limpia a fondo sin dejar el pelo áspero ni el cuero cabelludo tirante.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Arrastra grasa, residuo de producto y contaminación sin llevarse la hidratación que el pelo necesita.</li><li>Espuma abundante y fácil de enjuagar: no quedan restos que apaguen el brillo.</li><li>Deja el cabello manejable desde el lavado, así el peinado después cuesta menos.</li><li>Apto para uso frecuente dentro de una rutina completa de lavado y acondicionado.</li><li>Trabaja a favor del liso y ayuda a domar el frizz.</li><li>Formato grande de 500 ml, pensado para uso frecuente sin quedarte a mitad de camino.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Mojá el cabello con agua tibia, nunca muy caliente.</li><li>Aplicá una porción del tamaño de una moneda y masajeá el cuero cabelludo con las yemas, no con las uñas.</li><li>Dejá actuar 1 o 2 minutos y enjuagá hasta que el agua salga limpia.</li><li>Repetí solo si el cabello estaba muy cargado de producto.</li></ol><p><strong>Ideal para:</strong> rutina de lavado de cualquier tipo de cabello, ajustando la frecuencia a tu cuero cabelludo.</p><p><strong>Tip Krika:</strong> Terminá el último enjuague con agua fría: sella la cutícula y el brillo se nota al instante.</p>",Title,Default Title
oxigenta-alfaparfx90ml-vol-10-3,OXIGENTA ALFAPARFx90ml VOL 10 3%,"<p><strong>Oxigenta Alfaparf 90 ml Vol 10 3%</strong></p><p>Este decolorante de Alfaparf de la línea Vol 10 3% en presentación de 90 ml aclara la base del cabello para preparar el tono que querés conseguir después.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Aclara de forma controlada cuando se respeta el volumen de oxidante y el tiempo.</li><li>Base imprescindible para colores de fantasía y rubios fríos.</li><li>Mezcla homogénea, fácil de aplicar con pincel.</li><li>Permite trabajar por niveles según cuánto necesites subir.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Prueba de mecha obligatoria: te dice cuánto aclara y en cuánto tiempo en TU cabello.</li><li>Mezclá con el oxidante en la proporción indicada, en bol no metálico.</li><li>Aplicá con pincel empezando por medios y puntas; la raíz va al final porque el calor del cuero cabelludo acelera el proceso.</li><li>Controlá visualmente cada 5 minutos y enjuagá apenas llegues al nivel buscado. Nunca superes el tiempo máximo del envase.</li></ol><p><strong>Ideal para:</strong> aclarados, mechas y preparación de base para color.</p><p><strong>Tip Krika:</strong> Después de decolorar, un tratamiento reconstructor no es opcional: es lo que evita que el pelo se quiebre.</p>",Title,Default Title
oxigenta-alfaparfx90ml-vol-20-6,OXIGENTA ALFAPARFx90ml VOL 20 6%,"<p><strong>Oxigenta Alfaparf 90 ml Vol 20 6%</strong></p><p>Este decolorante de Alfaparf de la línea Vol 20 6% en presentación de 90 ml aclara la base del cabello para preparar el tono que querés conseguir después.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Aclara de forma controlada cuando se respeta el volumen de oxidante y el tiempo.</li><li>Base imprescindible para colores de fantasía y rubios fríos.</li><li>Mezcla homogénea, fácil de aplicar con pincel.</li><li>Permite trabajar por niveles según cuánto necesites subir.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Prueba de mecha obligatoria: te dice cuánto aclara y en cuánto tiempo en TU cabello.</li><li>Mezclá con el oxidante en la proporción indicada, en bol no metálico.</li><li>Aplicá con pincel empezando por medios y puntas; la raíz va al final porque el calor del cuero cabelludo acelera el proceso.</li><li>Controlá visualmente cada 5 minutos y enjuagá apenas llegues al nivel buscado. Nunca superes el tiempo máximo del envase.</li></ol><p><strong>Ideal para:</strong> aclarados, mechas y preparación de base para color.</p><p><strong>Tip Krika:</strong> Después de decolorar, un tratamiento reconstructor no es opcional: es lo que evita que el pelo se quiebre.</p>",Title,Default Title
oxigenta-alfaparfx90ml-vol-30-9,OXIGENTA ALFAPARFx90ml VOL 30 9%,"<p><strong>Oxigenta Alfaparf 90 ml Vol 30 9%</strong></p><p>Este decolorante de Alfaparf de la línea Vol 30 9% en presentación de 90 ml aclara la base del cabello para preparar el tono que querés conseguir después.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Aclara de forma controlada cuando se respeta el volumen de oxidante y el tiempo.</li><li>Base imprescindible para colores de fantasía y rubios fríos.</li><li>Mezcla homogénea, fácil de aplicar con pincel.</li><li>Permite trabajar por niveles según cuánto necesites subir.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Prueba de mecha obligatoria: te dice cuánto aclara y en cuánto tiempo en TU cabello.</li><li>Mezclá con el oxidante en la proporción indicada, en bol no metálico.</li><li>Aplicá con pincel empezando por medios y puntas; la raíz va al final porque el calor del cuero cabelludo acelera el proceso.</li><li>Controlá visualmente cada 5 minutos y enjuagá apenas llegues al nivel buscado. Nunca superes el tiempo máximo del envase.</li></ol><p><strong>Ideal para:</strong> aclarados, mechas y preparación de base para color.</p><p><strong>Tip Krika:</strong> Después de decolorar, un tratamiento reconstructor no es opcional: es lo que evita que el pelo se quiebre.</p>",Title,Default Title
emulsion-alfaparfx120ml-vol-5-15-cwea,EMULSION ALFAPARFx120ml VOL 5 1.5% C/WEA,"<p><strong>Emulsion Alfaparf 120 ml Vol 5 1.5% C/WEA</strong></p><p>Este decolorante de Alfaparf de la línea Vol 5 1.5% C/WEA en presentación de 120 ml aclara la base del cabello para preparar el tono que querés conseguir después.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Aclara de forma controlada cuando se respeta el volumen de oxidante y el tiempo.</li><li>Base imprescindible para colores de fantasía y rubios fríos.</li><li>Mezcla homogénea, fácil de aplicar con pincel.</li><li>Permite trabajar por niveles según cuánto necesites subir.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Prueba de mecha obligatoria: te dice cuánto aclara y en cuánto tiempo en TU cabello.</li><li>Mezclá con el oxidante en la proporción indicada, en bol no metálico.</li><li>Aplicá con pincel empezando por medios y puntas; la raíz va al final porque el calor del cuero cabelludo acelera el proceso.</li><li>Controlá visualmente cada 5 minutos y enjuagá apenas llegues al nivel buscado. Nunca superes el tiempo máximo del envase.</li></ol><p><strong>Ideal para:</strong> aclarados, mechas y preparación de base para color.</p><p><strong>Tip Krika:</strong> Después de decolorar, un tratamiento reconstructor no es opcional: es lo que evita que el pelo se quiebre.</p>",Title,Default Title
emulsion-alfaparfx120ml-vol-10-3-cwea,EMULSION ALFAPARFx120ml VOL 10 3% C/WEA,"<p><strong>Emulsion Alfaparf 120 ml Vol 10 3% C/WEA</strong></p><p>Este decolorante de Alfaparf de la línea Vol 10 3% C/WEA en presentación de 120 ml aclara la base del cabello para preparar el tono que querés conseguir después.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Aclara de forma controlada cuando se respeta el volumen de oxidante y el tiempo.</li><li>Base imprescindible para colores de fantasía y rubios fríos.</li><li>Mezcla homogénea, fácil de aplicar con pincel.</li><li>Permite trabajar por niveles según cuánto necesites subir.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Prueba de mecha obligatoria: te dice cuánto aclara y en cuánto tiempo en TU cabello.</li><li>Mezclá con el oxidante en la proporción indicada, en bol no metálico.</li><li>Aplicá con pincel empezando por medios y puntas; la raíz va al final porque el calor del cuero cabelludo acelera el proceso.</li><li>Controlá visualmente cada 5 minutos y enjuagá apenas llegues al nivel buscado. Nunca superes el tiempo máximo del envase.</li></ol><p><strong>Ideal para:</strong> aclarados, mechas y preparación de base para color.</p><p><strong>Tip Krika:</strong> Después de decolorar, un tratamiento reconstructor no es opcional: es lo que evita que el pelo se quiebre.</p>",Title,Default Title
acond-alfaparfx1000ml-rigen-reparador,ACONDICIONADOR ALFAPARFx1000ml RIGEN ARADOR,"<p><strong>Acondicionador Alfaparf 1000 ml Rigen Arador</strong></p><p>Este acondicionador de Alfaparf de la línea Rigen Arador en presentación de 1000 ml cierra la cutícula después del shampoo y devuelve suavidad y brillo en minutos.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Desenreda de verdad: el peine pasa sin tirones y se rompe mucho menos pelo.</li><li>Sella la fibra tras el lavado, que es cuando el cabello está más vulnerable.</li><li>Aporta suavidad sin apelmazar ni engrasar las raíces.</li><li>Facilita el secado y el peinado posterior, incluso en melenas largas.</li><li>Formato de 1000 ml: rinde muchísimo y baja el costo por uso, perfecto para salón o para quien ya sabe que lo va a repetir.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Después del shampoo, escurrí bien el exceso de agua.</li><li>Aplicá de medios a puntas, evitando la raíz.</li><li>Dejá actuar de 2 a 3 minutos.</li><li>Enjuagá con agua tibia o fría.</li></ol><p><strong>Ideal para:</strong> todo tipo de cabello, especialmente el largo, teñido o con tendencia al enredo.</p><p><strong>Tip Krika:</strong> Si tenés raíz grasa y puntas secas, usá acondicionador solo de las orejas hacia abajo.</p>",Title,Default Title
acond-alfaparfx250ml-rigen-nutritivo,ACONDICIONADOR ALFAPARFx250ml RIGEN TITIVO,"<p><strong>Acondicionador Alfaparf 250 ml Rigen Titivo</strong></p><p>Este acondicionador de Alfaparf de la línea Rigen Titivo en presentación de 250 ml cierra la cutícula después del shampoo y devuelve suavidad y brillo en minutos.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Desenreda de verdad: el peine pasa sin tirones y se rompe mucho menos pelo.</li><li>Sella la fibra tras el lavado, que es cuando el cabello está más vulnerable.</li><li>Aporta suavidad sin apelmazar ni engrasar las raíces.</li><li>Facilita el secado y el peinado posterior, incluso en melenas largas.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Después del shampoo, escurrí bien el exceso de agua.</li><li>Aplicá de medios a puntas, evitando la raíz.</li><li>Dejá actuar de 2 a 3 minutos.</li><li>Enjuagá con agua tibia o fría.</li></ol><p><strong>Ideal para:</strong> todo tipo de cabello, especialmente el largo, teñido o con tendencia al enredo.</p><p><strong>Tip Krika:</strong> Si tenés raíz grasa y puntas secas, usá acondicionador solo de las orejas hacia abajo.</p>",Title,Default Title
acond-alfaparfx250ml-rigen-reparador,ACONDICIONADOR ALFAPARFx250ml RIGEN ARADOR,"<p><strong>Acondicionador Alfaparf 250 ml Rigen Arador</strong></p><p>Este acondicionador de Alfaparf de la línea Rigen Arador en presentación de 250 ml cierra la cutícula después del shampoo y devuelve suavidad y brillo en minutos.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Desenreda de verdad: el peine pasa sin tirones y se rompe mucho menos pelo.</li><li>Sella la fibra tras el lavado, que es cuando el cabello está más vulnerable.</li><li>Aporta suavidad sin apelmazar ni engrasar las raíces.</li><li>Facilita el secado y el peinado posterior, incluso en melenas largas.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Después del shampoo, escurrí bien el exceso de agua.</li><li>Aplicá de medios a puntas, evitando la raíz.</li><li>Dejá actuar de 2 a 3 minutos.</li><li>Enjuagá con agua tibia o fría.</li></ol><p><strong>Ideal para:</strong> todo tipo de cabello, especialmente el largo, teñido o con tendencia al enredo.</p><p><strong>Tip Krika:</strong> Si tenés raíz grasa y puntas secas, usá acondicionador solo de las orejas hacia abajo.</p>",Title,Default Title
crema-peinar-alfaparfx125ml-scare-detan,CREMA PARA PEINAR ALFAPARFx125ml S/CARE DETAN,"<p><strong>Crema Para Peinar Alfaparf 125 ml S/CARE Detan</strong></p><p>Esta crema para peinar de Alfaparf de la línea S/CARE Detan en presentación de 125 ml desenreda, define y controla el frizz sin necesidad de enjuagar.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Sin enjuague: desenreda al momento y sigue trabajando todo el día.</li><li>Define la forma natural del cabello sin dejarlo duro ni acartonado.</li><li>Reduce la rotura al peinar, sobre todo en cabello mojado.</li><li>Sirve como base antes del secador o para refrescar el peinado al día siguiente.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Sobre cabello húmedo y escurrido, tomá una porción según el largo.</li><li>Repartí de medios a puntas con las manos.</li><li>Desenredá con peine de dientes anchos.</li><li>Dejá secar al aire o secá con difusor.</li></ol><p><strong>Ideal para:</strong> cabello rizado, ondulado o con tendencia al frizz.</p><p><strong>Tip Krika:</strong> Aplicala con el pelo bien mojado y &quot;amasando&quot; los rizos: así se definen mucho mejor.</p>",Title,Default Title
crema-peinar-alfaparfx200ml-scare-drycr,CREMA PARA PEINAR ALFAPARFx200ml S/CARE DRYCR,"<p><strong>Crema Para Peinar Alfaparf 200 ml S/CARE Drycr</strong></p><p>Esta crema para peinar de Alfaparf de la línea S/CARE Drycr en presentación de 200 ml desenreda, define y controla el frizz sin necesidad de enjuagar.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Sin enjuague: desenreda al momento y sigue trabajando todo el día.</li><li>Define la forma natural del cabello sin dejarlo duro ni acartonado.</li><li>Reduce la rotura al peinar, sobre todo en cabello mojado.</li><li>Sirve como base antes del secador o para refrescar el peinado al día siguiente.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Sobre cabello húmedo y escurrido, tomá una porción según el largo.</li><li>Repartí de medios a puntas con las manos.</li><li>Desenredá con peine de dientes anchos.</li><li>Dejá secar al aire o secá con difusor.</li></ol><p><strong>Ideal para:</strong> cabello rizado, ondulado o con tendencia al frizz.</p><p><strong>Tip Krika:</strong> Aplicala con el pelo bien mojado y &quot;amasando&quot; los rizos: así se definen mucho mejor.</p>",Title,Default Title
