Handle,Title,Body (HTML)
cepillo-ircaxund-821-zafiro-mezesp-25mm,CEPILLO IRCAxund 821 ZAFIRO MEZ/ESP 25mm,"<p><strong>Cepillo Irca 821 Zafiro MEZ/ESP 25mm</strong></p><p>Este cepillo de Irca de la línea 821 Zafiro MEZ/ESP 25mm desenreda, da forma y reparte el brillo natural del cabello de raíz a puntas.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Desenreda con menos tirones y menos rotura que un peine común.</li><li>Reparte la grasa natural del cuero cabelludo hacia las puntas: más brillo sin producto.</li><li>Mango ergonómico, cómodo incluso en sesiones largas de brushing.</li><li>Fácil de limpiar y pensado para durar.</li></ul><p><strong>Cómo usarlo</strong></p><ol><li>Empezá siempre por las puntas y subí de a poco hacia la raíz.</li><li>Sujetá el mechón por encima de donde cepillás para no tironear.</li><li>Para brushing, trabajá con el secador siguiendo el cepillo.</li><li>Limpiá el cepillo una vez por semana quitando el pelo acumulado.</li></ol><p><strong>Ideal para:</strong> desenredado diario, brushing y cuidado general del cabello.</p><p><strong>Tip Krika:</strong> Nunca cepilles el pelo empapado sin producto: es cuando más se rompe.</p>"
cepillo-ircaxund-822-zafiro-mezesp-30mm,CEPILLO IRCAxund 822 ZAFIRO MEZ/ESP 30mm,"<p><strong>Cepillo Irca 822 Zafiro MEZ/ESP 30mm</strong></p><p>Este cepillo de Irca de la línea 822 Zafiro MEZ/ESP 30mm desenreda, da forma y reparte el brillo natural del cabello de raíz a puntas.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Desenreda con menos tirones y menos rotura que un peine común.</li><li>Reparte la grasa natural del cuero cabelludo hacia las puntas: más brillo sin producto.</li><li>Mango ergonómico, cómodo incluso en sesiones largas de brushing.</li><li>Fácil de limpiar y pensado para durar.</li></ul><p><strong>Cómo usarlo</strong></p><ol><li>Empezá siempre por las puntas y subí de a poco hacia la raíz.</li><li>Sujetá el mechón por encima de donde cepillás para no tironear.</li><li>Para brushing, trabajá con el secador siguiendo el cepillo.</li><li>Limpiá el cepillo una vez por semana quitando el pelo acumulado.</li></ol><p><strong>Ideal para:</strong> desenredado diario, brushing y cuidado general del cabello.</p><p><strong>Tip Krika:</strong> Nunca cepilles el pelo empapado sin producto: es cuando más se rompe.</p>"
cepillo-ircaxund-4012-bacadnaylon-med,CEPILLO IRCAxund 4012 B/ACAD/NAYLON MEDIANO,"<p><strong>Cepillo Irca 4012 B/ACAD/NAYLON Mediano</strong></p><p>Este cepillo de Irca de la línea 4012 B/ACAD/NAYLON Mediano desenreda, da forma y reparte el brillo natural del cabello de raíz a puntas.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Desenreda con menos tirones y menos rotura que un peine común.</li><li>Reparte la grasa natural del cuero cabelludo hacia las puntas: más brillo sin producto.</li><li>Mango ergonómico, cómodo incluso en sesiones largas de brushing.</li><li>Fácil de limpiar y pensado para durar.</li></ul><p><strong>Cómo usarlo</strong></p><ol><li>Empezá siempre por las puntas y subí de a poco hacia la raíz.</li><li>Sujetá el mechón por encima de donde cepillás para no tironear.</li><li>Para brushing, trabajá con el secador siguiendo el cepillo.</li><li>Limpiá el cepillo una vez por semana quitando el pelo acumulado.</li></ol><p><strong>Ideal para:</strong> desenredado diario, brushing y cuidado general del cabello.</p><p><strong>Tip Krika:</strong> Nunca cepilles el pelo empapado sin producto: es cuando más se rompe.</p>"
cepillo-ircaxund-823-zafiro-mezesp-38mm,CEPILLO IRCAxund 823 ZAFIRO MEZ/ESP 38mm,"<p><strong>Cepillo Irca 823 Zafiro MEZ/ESP 38mm</strong></p><p>Este cepillo de Irca de la línea 823 Zafiro MEZ/ESP 38mm desenreda, da forma y reparte el brillo natural del cabello de raíz a puntas.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Desenreda con menos tirones y menos rotura que un peine común.</li><li>Reparte la grasa natural del cuero cabelludo hacia las puntas: más brillo sin producto.</li><li>Mango ergonómico, cómodo incluso en sesiones largas de brushing.</li><li>Fácil de limpiar y pensado para durar.</li></ul><p><strong>Cómo usarlo</strong></p><ol><li>Empezá siempre por las puntas y subí de a poco hacia la raíz.</li><li>Sujetá el mechón por encima de donde cepillás para no tironear.</li><li>Para brushing, trabajá con el secador siguiendo el cepillo.</li><li>Limpiá el cepillo una vez por semana quitando el pelo acumulado.</li></ol><p><strong>Ideal para:</strong> desenredado diario, brushing y cuidado general del cabello.</p><p><strong>Tip Krika:</strong> Nunca cepilles el pelo empapado sin producto: es cuando más se rompe.</p>"
cepillo-ircaxund-4014-bacadnaylon-jumb,CEPILLO IRCAxund 4014 B/ACAD/NAYLON JUMBO,"<p><strong>Cepillo Irca 4014 B/ACAD/NAYLON Jumbo</strong></p><p>Este cepillo de Irca de la línea 4014 B/ACAD/NAYLON Jumbo desenreda, da forma y reparte el brillo natural del cabello de raíz a puntas.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Desenreda con menos tirones y menos rotura que un peine común.</li><li>Reparte la grasa natural del cuero cabelludo hacia las puntas: más brillo sin producto.</li><li>Mango ergonómico, cómodo incluso en sesiones largas de brushing.</li><li>Fácil de limpiar y pensado para durar.</li></ul><p><strong>Cómo usarlo</strong></p><ol><li>Empezá siempre por las puntas y subí de a poco hacia la raíz.</li><li>Sujetá el mechón por encima de donde cepillás para no tironear.</li><li>Para brushing, trabajá con el secador siguiendo el cepillo.</li><li>Limpiá el cepillo una vez por semana quitando el pelo acumulado.</li></ol><p><strong>Ideal para:</strong> desenredado diario, brushing y cuidado general del cabello.</p><p><strong>Tip Krika:</strong> Nunca cepilles el pelo empapado sin producto: es cuando más se rompe.</p>"
cepillo-ircaxund-851-enat-cref-12h-peq,CEPILLO IRCAxund 851 E/NAT C/REF 12H PEQUEÑO,"<p><strong>Cepillo Irca 851 E/NAT C/REF 12H Pequeño</strong></p><p>Este cepillo de Irca de la línea 851 E/NAT C/REF 12H Pequeño desenreda, da forma y reparte el brillo natural del cabello de raíz a puntas.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Desenreda con menos tirones y menos rotura que un peine común.</li><li>Reparte la grasa natural del cuero cabelludo hacia las puntas: más brillo sin producto.</li><li>Mango ergonómico, cómodo incluso en sesiones largas de brushing.</li><li>Fácil de limpiar y pensado para durar.</li><li>De larga duración: se queda donde lo pusiste durante horas.</li></ul><p><strong>Cómo usarlo</strong></p><ol><li>Empezá siempre por las puntas y subí de a poco hacia la raíz.</li><li>Sujetá el mechón por encima de donde cepillás para no tironear.</li><li>Para brushing, trabajá con el secador siguiendo el cepillo.</li><li>Limpiá el cepillo una vez por semana quitando el pelo acumulado.</li></ol><p><strong>Ideal para:</strong> desenredado diario, brushing y cuidado general del cabello.</p><p><strong>Tip Krika:</strong> Nunca cepilles el pelo empapado sin producto: es cuando más se rompe.</p>"
cepillo-ircaxund-852-enat-cref-16h-med,CEPILLO IRCAxund 852 E/NAT C/REF 16H MEDIANO,"<p><strong>Cepillo Irca 852 E/NAT C/REF 16H Mediano</strong></p><p>Este cepillo de Irca de la línea 852 E/NAT C/REF 16H Mediano desenreda, da forma y reparte el brillo natural del cabello de raíz a puntas.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Desenreda con menos tirones y menos rotura que un peine común.</li><li>Reparte la grasa natural del cuero cabelludo hacia las puntas: más brillo sin producto.</li><li>Mango ergonómico, cómodo incluso en sesiones largas de brushing.</li><li>Fácil de limpiar y pensado para durar.</li></ul><p><strong>Cómo usarlo</strong></p><ol><li>Empezá siempre por las puntas y subí de a poco hacia la raíz.</li><li>Sujetá el mechón por encima de donde cepillás para no tironear.</li><li>Para brushing, trabajá con el secador siguiendo el cepillo.</li><li>Limpiá el cepillo una vez por semana quitando el pelo acumulado.</li></ol><p><strong>Ideal para:</strong> desenredado diario, brushing y cuidado general del cabello.</p><p><strong>Tip Krika:</strong> Nunca cepilles el pelo empapado sin producto: es cuando más se rompe.</p>"
cepillo-ircaxund-853-enat-cref-16h-med,CEPILLO IRCAxund 853 E/NAT C/REF 16H MEDIANO,"<p><strong>Cepillo Irca 853 E/NAT C/REF 16H Mediano</strong></p><p>Este cepillo de Irca de la línea 853 E/NAT C/REF 16H Mediano desenreda, da forma y reparte el brillo natural del cabello de raíz a puntas.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Desenreda con menos tirones y menos rotura que un peine común.</li><li>Reparte la grasa natural del cuero cabelludo hacia las puntas: más brillo sin producto.</li><li>Mango ergonómico, cómodo incluso en sesiones largas de brushing.</li><li>Fácil de limpiar y pensado para durar.</li></ul><p><strong>Cómo usarlo</strong></p><ol><li>Empezá siempre por las puntas y subí de a poco hacia la raíz.</li><li>Sujetá el mechón por encima de donde cepillás para no tironear.</li><li>Para brushing, trabajá con el secador siguiendo el cepillo.</li><li>Limpiá el cepillo una vez por semana quitando el pelo acumulado.</li></ol><p><strong>Ideal para:</strong> desenredado diario, brushing y cuidado general del cabello.</p><p><strong>Tip Krika:</strong> Nunca cepilles el pelo empapado sin producto: es cuando más se rompe.</p>"
cepillo-ircaxund-854-enat-cref-20h-jum,CEPILLO IRCAxund 854 E/NAT C/REF 20H JUMBO,"<p><strong>Cepillo Irca 854 E/NAT C/REF 20H Jumbo</strong></p><p>Este cepillo de Irca de la línea 854 E/NAT C/REF 20H Jumbo desenreda, da forma y reparte el brillo natural del cabello de raíz a puntas.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Desenreda con menos tirones y menos rotura que un peine común.</li><li>Reparte la grasa natural del cuero cabelludo hacia las puntas: más brillo sin producto.</li><li>Mango ergonómico, cómodo incluso en sesiones largas de brushing.</li><li>Fácil de limpiar y pensado para durar.</li></ul><p><strong>Cómo usarlo</strong></p><ol><li>Empezá siempre por las puntas y subí de a poco hacia la raíz.</li><li>Sujetá el mechón por encima de donde cepillás para no tironear.</li><li>Para brushing, trabajá con el secador siguiendo el cepillo.</li><li>Limpiá el cepillo una vez por semana quitando el pelo acumulado.</li></ol><p><strong>Ideal para:</strong> desenredado diario, brushing y cuidado general del cabello.</p><p><strong>Tip Krika:</strong> Nunca cepilles el pelo empapado sin producto: es cuando más se rompe.</p>"
cepillo-ircaxund-501-wpro-nylon-pequeno,CEPILLO IRCAxund 501 W/PRO NYLON PEQUENO,"<p><strong>Cepillo Irca 501 W/PRO Nylon Pequeno</strong></p><p>Este cepillo de Irca de la línea 501 W/PRO Nylon Pequeno desenreda, da forma y reparte el brillo natural del cabello de raíz a puntas.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Desenreda con menos tirones y menos rotura que un peine común.</li><li>Reparte la grasa natural del cuero cabelludo hacia las puntas: más brillo sin producto.</li><li>Mango ergonómico, cómodo incluso en sesiones largas de brushing.</li><li>Fácil de limpiar y pensado para durar.</li><li>Calidad profesional, la misma que se usa en salón.</li></ul><p><strong>Cómo usarlo</strong></p><ol><li>Empezá siempre por las puntas y subí de a poco hacia la raíz.</li><li>Sujetá el mechón por encima de donde cepillás para no tironear.</li><li>Para brushing, trabajá con el secador siguiendo el cepillo.</li><li>Limpiá el cepillo una vez por semana quitando el pelo acumulado.</li></ol><p><strong>Ideal para:</strong> desenredado diario, brushing y cuidado general del cabello.</p><p><strong>Tip Krika:</strong> Nunca cepilles el pelo empapado sin producto: es cuando más se rompe.</p>"
cepillo-ircaxund-502-wpro-nylon-mediano,CEPILLO IRCAxund 502 W/PRO NYLON MEDIANO,"<p><strong>Cepillo Irca 502 W/PRO Nylon Mediano</strong></p><p>Este cepillo de Irca de la línea 502 W/PRO Nylon Mediano desenreda, da forma y reparte el brillo natural del cabello de raíz a puntas.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Desenreda con menos tirones y menos rotura que un peine común.</li><li>Reparte la grasa natural del cuero cabelludo hacia las puntas: más brillo sin producto.</li><li>Mango ergonómico, cómodo incluso en sesiones largas de brushing.</li><li>Fácil de limpiar y pensado para durar.</li><li>Calidad profesional, la misma que se usa en salón.</li></ul><p><strong>Cómo usarlo</strong></p><ol><li>Empezá siempre por las puntas y subí de a poco hacia la raíz.</li><li>Sujetá el mechón por encima de donde cepillás para no tironear.</li><li>Para brushing, trabajá con el secador siguiendo el cepillo.</li><li>Limpiá el cepillo una vez por semana quitando el pelo acumulado.</li></ol><p><strong>Ideal para:</strong> desenredado diario, brushing y cuidado general del cabello.</p><p><strong>Tip Krika:</strong> Nunca cepilles el pelo empapado sin producto: es cuando más se rompe.</p>"
cepillo-ircaxund-504-wpro-nylon-jumbo,CEPILLO IRCAxund 504 W/PRO NYLON JUMBO,"<p><strong>Cepillo Irca 504 W/PRO Nylon Jumbo</strong></p><p>Este cepillo de Irca de la línea 504 W/PRO Nylon Jumbo desenreda, da forma y reparte el brillo natural del cabello de raíz a puntas.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Desenreda con menos tirones y menos rotura que un peine común.</li><li>Reparte la grasa natural del cuero cabelludo hacia las puntas: más brillo sin producto.</li><li>Mango ergonómico, cómodo incluso en sesiones largas de brushing.</li><li>Fácil de limpiar y pensado para durar.</li><li>Calidad profesional, la misma que se usa en salón.</li></ul><p><strong>Cómo usarlo</strong></p><ol><li>Empezá siempre por las puntas y subí de a poco hacia la raíz.</li><li>Sujetá el mechón por encima de donde cepillás para no tironear.</li><li>Para brushing, trabajá con el secador siguiendo el cepillo.</li><li>Limpiá el cepillo una vez por semana quitando el pelo acumulado.</li></ol><p><strong>Ideal para:</strong> desenredado diario, brushing y cuidado general del cabello.</p><p><strong>Tip Krika:</strong> Nunca cepilles el pelo empapado sin producto: es cuando más se rompe.</p>"
aceite-walhx-60ml-maqpeluquero-60w,ACEITE WALHx 60ml MAQUINA PELUQUERO 60W,<p><strong>Aceite Walhx 60 ml Maquina Peluquero 60W</strong></p><p>Este accesorio de barbería de Irca de la línea Maquina Peluquero 60W en presentación de 60 ml es de esas cosas que en la barbería se usan todo el día y nadie ve.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Pensado para uso profesional intensivo.</li><li>Materiales que aguantan la jornada completa.</li><li>Agiliza el servicio y mejora el acabado.</li><li>Fácil de higienizar entre cliente y cliente.</li><li>Tamaño de 60 ml: entra en cualquier neceser y viaja sin problema.</li></ul><p><strong>Cómo usarlo</strong></p><ol><li>Usalo en el paso del servicio que corresponda.</li><li>Desinfectá entre un cliente y otro.</li><li>Guardalo limpio y seco.</li></ol><p><strong>Ideal para:</strong> barberías y cuidado masculino en casa.</p>
aceite-walhx120ml-maqpeluquero-120w,ACEITE WALHx120ml MAQUINA PELUQUERO 120W,<p><strong>Aceite Walh 120 ml Maquina Peluquero 120W</strong></p><p>Este accesorio de barbería de Irca de la línea Maquina Peluquero 120W en presentación de 120 ml es de esas cosas que en la barbería se usan todo el día y nadie ve.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Pensado para uso profesional intensivo.</li><li>Materiales que aguantan la jornada completa.</li><li>Agiliza el servicio y mejora el acabado.</li><li>Fácil de higienizar entre cliente y cliente.</li></ul><p><strong>Cómo usarlo</strong></p><ol><li>Usalo en el paso del servicio que corresponda.</li><li>Desinfectá entre un cliente y otro.</li><li>Guardalo limpio y seco.</li></ol><p><strong>Ideal para:</strong> barberías y cuidado masculino en casa.</p>
shamp-isabelyx450ml-teen-quinakeratina,SHAMPOO ISABELYx450ml TEEN QUINA Y KERATINA,"<p><strong>Shampoo Isabely 450 ml Teen Quina Y Keratina</strong></p><p>Este shampoo de Isabely de la línea Teen Quina Y Keratina en presentación de 450 ml limpia a fondo sin dejar el pelo áspero ni el cuero cabelludo tirante.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Arrastra grasa, residuo de producto y contaminación sin llevarse la hidratación que el pelo necesita.</li><li>Espuma abundante y fácil de enjuagar: no quedan restos que apaguen el brillo.</li><li>Deja el cabello manejable desde el lavado, así el peinado después cuesta menos.</li><li>Apto para uso frecuente dentro de una rutina completa de lavado y acondicionado.</li><li>Con queratina, la proteína que rellena la fibra capilar y devuelve resistencia al pelo castigado.</li><li>Formato grande de 450 ml, pensado para uso frecuente sin quedarte a mitad de camino.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Mojá el cabello con agua tibia, nunca muy caliente.</li><li>Aplicá una porción del tamaño de una moneda y masajeá el cuero cabelludo con las yemas, no con las uñas.</li><li>Dejá actuar 1 o 2 minutos y enjuagá hasta que el agua salga limpia.</li><li>Repetí solo si el cabello estaba muy cargado de producto.</li></ol><p><strong>Ideal para:</strong> rutina de lavado de cualquier tipo de cabello, ajustando la frecuencia a tu cuero cabelludo.</p><p><strong>Tip Krika:</strong> Terminá el último enjuague con agua fría: sella la cutícula y el brillo se nota al instante.</p>"
