Handle,Title,Body (HTML)
gel-cap-pontox300ml-recupera-tus-rizos,GEL CAPILAR PONTOx300ml CRESPOS,"<p><strong>Gel Capilar Ponto 300 ml Crespos</strong></p><p>Este producto de styling de Ponto de la línea Crespos en presentación de 300 ml define, fija y da textura al peinado con el nivel de control que elijas.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Define la forma y la mantiene durante horas.</li><li>Se puede reactivar con los dedos para retocar sin volver a aplicar.</li><li>Da textura visible, ideal para cortes con capas o peinados desordenados a propósito.</li><li>Se retira fácil con el lavado habitual.</li><li>Pensado para cabello rizado y ondulado: define sin apelmazar.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Tomá una cantidad pequeña y calentala entre las palmas.</li><li>Aplicá sobre cabello seco o apenas húmedo, empezando por la nuca.</li><li>Modelá con los dedos hasta conseguir la forma.</li><li>Sumá producto de a poco si necesitás más fijación.</li></ol><p><strong>Ideal para:</strong> peinados definidos, cortes masculinos y texturizados.</p><p><strong>Tip Krika:</strong> Menos producto y bien repartido fija mejor que mucho producto en un solo punto.</p>"
gel-cap-pontox400g-fijacion-alta,GEL CAPILAR PONTOx400g FIJACION ALTA,"<p><strong>Gel Capilar Ponto 400 g Fijacion Alta</strong></p><p>Este producto de styling de Ponto de la línea Fijacion Alta en presentación de 400 g define, fija y da textura al peinado con el nivel de control que elijas.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Define la forma y la mantiene durante horas.</li><li>Se puede reactivar con los dedos para retocar sin volver a aplicar.</li><li>Da textura visible, ideal para cortes con capas o peinados desordenados a propósito.</li><li>Se retira fácil con el lavado habitual.</li><li>Formato grande de 400 g, pensado para uso frecuente sin quedarte a mitad de camino.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Tomá una cantidad pequeña y calentala entre las palmas.</li><li>Aplicá sobre cabello seco o apenas húmedo, empezando por la nuca.</li><li>Modelá con los dedos hasta conseguir la forma.</li><li>Sumá producto de a poco si necesitás más fijación.</li></ol><p><strong>Ideal para:</strong> peinados definidos, cortes masculinos y texturizados.</p><p><strong>Tip Krika:</strong> Menos producto y bien repartido fija mejor que mucho producto en un solo punto.</p>"
gel-cap-pontox400g-fijacion-ligera,GEL CAPILAR PONTOx400g FIJACION LIGE,"<p><strong>Gel Capilar Ponto 400 g Fijacion Lige</strong></p><p>Este producto de styling de Ponto de la línea Fijacion Lige en presentación de 400 g define, fija y da textura al peinado con el nivel de control que elijas.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Define la forma y la mantiene durante horas.</li><li>Se puede reactivar con los dedos para retocar sin volver a aplicar.</li><li>Da textura visible, ideal para cortes con capas o peinados desordenados a propósito.</li><li>Se retira fácil con el lavado habitual.</li><li>Formato grande de 400 g, pensado para uso frecuente sin quedarte a mitad de camino.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Tomá una cantidad pequeña y calentala entre las palmas.</li><li>Aplicá sobre cabello seco o apenas húmedo, empezando por la nuca.</li><li>Modelá con los dedos hasta conseguir la forma.</li><li>Sumá producto de a poco si necesitás más fijación.</li></ol><p><strong>Ideal para:</strong> peinados definidos, cortes masculinos y texturizados.</p><p><strong>Tip Krika:</strong> Menos producto y bien repartido fija mejor que mucho producto en un solo punto.</p>"
gel-cap-pontox400g-fijacion-media,GEL CAPILAR PONTOx400g FIJACION MEDI,"<p><strong>Gel Capilar Ponto 400 g Fijacion Medi</strong></p><p>Este producto de styling de Ponto de la línea Fijacion Medi en presentación de 400 g define, fija y da textura al peinado con el nivel de control que elijas.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Define la forma y la mantiene durante horas.</li><li>Se puede reactivar con los dedos para retocar sin volver a aplicar.</li><li>Da textura visible, ideal para cortes con capas o peinados desordenados a propósito.</li><li>Se retira fácil con el lavado habitual.</li><li>Formato grande de 400 g, pensado para uso frecuente sin quedarte a mitad de camino.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Tomá una cantidad pequeña y calentala entre las palmas.</li><li>Aplicá sobre cabello seco o apenas húmedo, empezando por la nuca.</li><li>Modelá con los dedos hasta conseguir la forma.</li><li>Sumá producto de a poco si necesitás más fijación.</li></ol><p><strong>Ideal para:</strong> peinados definidos, cortes masculinos y texturizados.</p><p><strong>Tip Krika:</strong> Menos producto y bien repartido fija mejor que mucho producto en un solo punto.</p>"
kit-pontox100ml-ritual-3-en-1,KIT PONTOx100ml RITUAL 3 EN 1,"<p><strong>Kit Ponto 100 ml Ritual 3 En 1</strong></p><p>Este kit capilar de Ponto de la línea Ritual 3 En 1 en presentación de 100 ml reúne los pasos de una rutina completa en un solo combo, ya coordinados entre sí.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Los productos están formulados para trabajar juntos: el resultado se nota más que comprándolos sueltos.</li><li>Sale más a cuenta que llevar cada producto por separado.</li><li>Ideal para regalar o para probar una línea completa sin invertir de más.</li><li>Rutina resuelta: no tenés que adivinar qué combina con qué.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Seguí el orden indicado en el kit, normalmente shampoo, acondicionador y tratamiento.</li><li>Respetá los tiempos de exposición de cada paso.</li><li>Usá la rutina completa al menos durante un mes para ver el resultado real.</li></ol><p><strong>Ideal para:</strong> quien quiere cambiar de rutina capilar completa o busca un regalo seguro.</p><p><strong>Tip Krika:</strong> Si es tu primera vez con la línea, arrancá con el kit antes de comprar los tamaños grandes.</p>"
masc-fac-pontox21g-antiarrugas,MASCARILLA FACIAL PONTOx21g ANTIARRU,<p><strong>Mascarilla Facial Ponto 21 g Antiarru</strong></p><p>Esta mascarilla facial de Ponto de la línea Antiarru en presentación de 21 g concentra un tratamiento intensivo en 15 minutos de dedicarte a vos.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Resultado visible en una sola sesión.</li><li>Tratamiento intensivo sin salir de casa.</li><li>Se elige según lo que la piel necesite ese día.</li><li>Ritual agradable que además funciona.</li><li>Tamaño de 21 g: entra en cualquier neceser y viaja sin problema.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limpiá y secá el rostro.</li><li>Aplicá una capa pareja evitando ojos y labios.</li><li>Dejá actuar entre 10 y 20 minutos según el envase.</li><li>Retirá o enjuagá y seguí con tónico y crema. Una o dos veces por semana.</li></ol><p><strong>Ideal para:</strong> rutina semanal y preparación antes de eventos.</p>
masc-fac-pontox21g-antioxidante-az,MASCARILLA FACIAL PONTOx21g ANTIOXID AZ,<p><strong>Mascarilla Facial Ponto 21 g Antioxid Az</strong></p><p>Esta mascarilla facial de Ponto de la línea Antioxid Az en presentación de 21 g concentra un tratamiento intensivo en 15 minutos de dedicarte a vos.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Resultado visible en una sola sesión.</li><li>Tratamiento intensivo sin salir de casa.</li><li>Se elige según lo que la piel necesite ese día.</li><li>Ritual agradable que además funciona.</li><li>Tamaño de 21 g: entra en cualquier neceser y viaja sin problema.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limpiá y secá el rostro.</li><li>Aplicá una capa pareja evitando ojos y labios.</li><li>Dejá actuar entre 10 y 20 minutos según el envase.</li><li>Retirá o enjuagá y seguí con tónico y crema. Una o dos veces por semana.</li></ol><p><strong>Ideal para:</strong> rutina semanal y preparación antes de eventos.</p>
masc-fac-pontox21g-calmante-ro,MASCARILLA FACIAL PONTOx21g CALMANTE,<p><strong>Mascarilla Facial Ponto 21 g Calmante</strong></p><p>Esta mascarilla facial de Ponto de la línea Calmante en presentación de 21 g concentra un tratamiento intensivo en 15 minutos de dedicarte a vos.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Resultado visible en una sola sesión.</li><li>Tratamiento intensivo sin salir de casa.</li><li>Se elige según lo que la piel necesite ese día.</li><li>Ritual agradable que además funciona.</li><li>Tamaño de 21 g: entra en cualquier neceser y viaja sin problema.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limpiá y secá el rostro.</li><li>Aplicá una capa pareja evitando ojos y labios.</li><li>Dejá actuar entre 10 y 20 minutos según el envase.</li><li>Retirá o enjuagá y seguí con tónico y crema. Una o dos veces por semana.</li></ol><p><strong>Ideal para:</strong> rutina semanal y preparación antes de eventos.</p>
masc-fac-pontox21g-nutritivo-mo,MASCARILLA FACIAL PONTOx21g NUTRITIV,<p><strong>Mascarilla Facial Ponto 21 g Nutritiv</strong></p><p>Esta mascarilla facial de Ponto de la línea Nutritiv en presentación de 21 g concentra un tratamiento intensivo en 15 minutos de dedicarte a vos.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Resultado visible en una sola sesión.</li><li>Tratamiento intensivo sin salir de casa.</li><li>Se elige según lo que la piel necesite ese día.</li><li>Ritual agradable que además funciona.</li><li>Nutrición profunda para cabellos secos y sin vida.</li><li>Tamaño de 21 g: entra en cualquier neceser y viaja sin problema.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limpiá y secá el rostro.</li><li>Aplicá una capa pareja evitando ojos y labios.</li><li>Dejá actuar entre 10 y 20 minutos según el envase.</li><li>Retirá o enjuagá y seguí con tónico y crema. Una o dos veces por semana.</li></ol><p><strong>Ideal para:</strong> rutina semanal y preparación antes de eventos.</p>
masc-fac-pontox21g-suavizante,MASCARILLA FACIAL PONTOx21g SUAVIZNA,<p><strong>Mascarilla Facial Ponto 21 g Suavizna</strong></p><p>Esta mascarilla facial de Ponto de la línea Suavizna en presentación de 21 g concentra un tratamiento intensivo en 15 minutos de dedicarte a vos.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Resultado visible en una sola sesión.</li><li>Tratamiento intensivo sin salir de casa.</li><li>Se elige según lo que la piel necesite ese día.</li><li>Ritual agradable que además funciona.</li><li>Tamaño de 21 g: entra en cualquier neceser y viaja sin problema.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Limpiá y secá el rostro.</li><li>Aplicá una capa pareja evitando ojos y labios.</li><li>Dejá actuar entre 10 y 20 minutos según el envase.</li><li>Retirá o enjuagá y seguí con tónico y crema. Una o dos veces por semana.</li></ol><p><strong>Ideal para:</strong> rutina semanal y preparación antes de eventos.</p>
serum-cap-pontox50ml-hair-oiling,SERUM CAPILAR PONTOx50ml HAIR OILING,"<p><strong>Serum Capilar Ponto 50 ml Hair Oiling</strong></p><p>Este aceite capilar de Ponto de la línea Hair Oiling en presentación de 50 ml sella las puntas, controla el frizz y devuelve ese brillo de pelo sano.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Unas gotas alcanzan: rinde muchísimo y no deja sensación grasosa si se dosifica bien.</li><li>Disciplina el frizz y los pelitos rebeldes sin acartonar.</li><li>Protege las puntas del roce, que es donde empieza la mayoría de la rotura.</li><li>Se puede usar sobre cabello húmedo o seco, antes o después del peinado.</li><li>Tamaño de 50 ml: entra en cualquier neceser y viaja sin problema.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Poné 2 o 3 gotas en la palma y frotá las manos.</li><li>Repartí de medios a puntas, nunca en la raíz.</li><li>Peiná para distribuir de forma pareja.</li><li>Si lo usás sobre cabello húmedo, secá normalmente después.</li></ol><p><strong>Ideal para:</strong> puntas secas, cabello con frizz o melenas largas que pierden brillo.</p><p><strong>Tip Krika:</strong> Menos es más: si te pasás de cantidad, el pelo se ve grasoso. Empezá con dos gotas.</p>"
shamp-pontox300ml-crespos,SHAMPOO PONTOx300ml CRESPOS,"<p><strong>Shampoo Ponto 300 ml Crespos</strong></p><p>Este shampoo de Ponto de la línea Crespos en presentación de 300 ml limpia a fondo sin dejar el pelo áspero ni el cuero cabelludo tirante.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Arrastra grasa, residuo de producto y contaminación sin llevarse la hidratación que el pelo necesita.</li><li>Espuma abundante y fácil de enjuagar: no quedan restos que apaguen el brillo.</li><li>Deja el cabello manejable desde el lavado, así el peinado después cuesta menos.</li><li>Apto para uso frecuente dentro de una rutina completa de lavado y acondicionado.</li><li>Pensado para cabello rizado y ondulado: define sin apelmazar.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Mojá el cabello con agua tibia, nunca muy caliente.</li><li>Aplicá una porción del tamaño de una moneda y masajeá el cuero cabelludo con las yemas, no con las uñas.</li><li>Dejá actuar 1 o 2 minutos y enjuagá hasta que el agua salga limpia.</li><li>Repetí solo si el cabello estaba muy cargado de producto.</li></ol><p><strong>Ideal para:</strong> rutina de lavado de cualquier tipo de cabello, ajustando la frecuencia a tu cuero cabelludo.</p><p><strong>Tip Krika:</strong> Terminá el último enjuague con agua fría: sella la cutícula y el brillo se nota al instante.</p>"
termoprotector-pontox60ml-boom-antifrizz,TERMOPROTECTOR PONTOx60ml BOOM ANTI Z,"<p><strong>Termoprotector Ponto 60 ml Boom Anti Z</strong></p><p>Este tratamiento capilar de Ponto de la línea Boom Anti Z en presentación de 60 ml trabaja en profundidad sobre la fibra para devolverle cuerpo, suavidad y brillo.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Tratamiento intensivo: actúa donde el acondicionador diario no llega.</li><li>Recupera cabello castigado por plancha, secador, color o decoloración.</li><li>Mejora la textura de forma acumulativa: cada aplicación suma.</li><li>Deja la melena más pesada, brillante y fácil de manejar.</li><li>Protege del calor de plancha y secador, clave si usás herramientas a diario.</li><li>Tamaño de 60 ml: entra en cualquier neceser y viaja sin problema.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Lavá con shampoo y escurrí muy bien el exceso de agua.</li><li>Aplicá de medios a puntas y distribuí con un peine de dientes anchos.</li><li>Dejá actuar entre 5 y 20 minutos según lo dañado que esté el cabello.</li><li>Enjuagá abundantemente. Repetí una o dos veces por semana.</li></ol><p><strong>Ideal para:</strong> cabello seco, poroso, teñido o con daño por calor.</p><p><strong>Tip Krika:</strong> Envolvé la cabeza en una toalla tibia mientras actúa: el calor abre la cutícula y el tratamiento penetra mejor.</p>"
cepillo-pontoxund-definidor,CEPILLO PONTOxund DEFINIDOR,"<p><strong>Cepillo Ponto Definidor</strong></p><p>Este cepillo de Ponto de la línea Definidor desenreda, da forma y reparte el brillo natural del cabello de raíz a puntas.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Desenreda con menos tirones y menos rotura que un peine común.</li><li>Reparte la grasa natural del cuero cabelludo hacia las puntas: más brillo sin producto.</li><li>Mango ergonómico, cómodo incluso en sesiones largas de brushing.</li><li>Fácil de limpiar y pensado para durar.</li></ul><p><strong>Cómo usarlo</strong></p><ol><li>Empezá siempre por las puntas y subí de a poco hacia la raíz.</li><li>Sujetá el mechón por encima de donde cepillás para no tironear.</li><li>Para brushing, trabajá con el secador siguiendo el cepillo.</li><li>Limpiá el cepillo una vez por semana quitando el pelo acumulado.</li></ol><p><strong>Ideal para:</strong> desenredado diario, brushing y cuidado general del cabello.</p><p><strong>Tip Krika:</strong> Nunca cepilles el pelo empapado sin producto: es cuando más se rompe.</p>"
trata-cap-pontox390ml-3-en-1-soy-crespa,TRATAMIENTO CAPILAR PONTOx390ml 3 EN 1 SOY CRESPA MI DULCE PELO,"<p><strong>Tratamiento Capilar Ponto 390 ml 3 En 1 Soy Crespa Mi Dulce Pelo</strong></p><p>Este tratamiento capilar de Ponto de la línea 3 En 1 Soy Crespa Mi Dulce Pelo en presentación de 390 ml trabaja en profundidad sobre la fibra para devolverle cuerpo, suavidad y brillo.</p><p><strong>Por qué te va a gustar</strong></p><ul><li>Tratamiento intensivo: actúa donde el acondicionador diario no llega.</li><li>Recupera cabello castigado por plancha, secador, color o decoloración.</li><li>Mejora la textura de forma acumulativa: cada aplicación suma.</li><li>Deja la melena más pesada, brillante y fácil de manejar.</li></ul><p><strong>Modo de uso</strong></p><ol><li>Lavá con shampoo y escurrí muy bien el exceso de agua.</li><li>Aplicá de medios a puntas y distribuí con un peine de dientes anchos.</li><li>Dejá actuar entre 5 y 20 minutos según lo dañado que esté el cabello.</li><li>Enjuagá abundantemente. Repetí una o dos veces por semana.</li></ol><p><strong>Ideal para:</strong> cabello seco, poroso, teñido o con daño por calor.</p><p><strong>Tip Krika:</strong> Envolvé la cabeza en una toalla tibia mientras actúa: el calor abre la cutícula y el tratamiento penetra mejor.</p>"
